DATE,CUURA207SETB
2011-02-01,290.344
2011-03-01,317.425
2011-04-01,350.527
2011-05-01,377.964
2011-06-01,357.852
2011-07-01,342.912
2011-08-01,341.975
2011-09-01,337.663
2011-10-01,307.439
2011-11-01,309.533
2011-12-01,297.410
2012-01-01,313.387
2012-02-01,314.357
2012-03-01,361.504
2012-04-01,369.957
2012-05-01,359.978
2012-06-01,336.869
2012-07-01,323.704
2012-08-01,360.599
2012-09-01,368.203
2012-10-01,342.654
2012-11-01,314.556
2012-12-01,307.407
2013-01-01,296.706
2013-02-01,337.807
2013-03-01,342.611
2013-04-01,343.219
2013-05-01,365.273
2013-06-01,372.357
2013-07-01,344.019
2013-08-01,335.718
2013-09-01,331.115
2013-10-01,312.896
2013-11-01,295.432
2013-12-01,293.041
2014-01-01,305.691
2014-02-01,308.435
2014-03-01,337.372
2014-04-01,348.143
2014-05-01,343.908
2014-06-01,355.036
2014-07-01,331.359
2014-08-01,318.996
2014-09-01,322.832
2014-10-01,296.760
2014-11-01,270.133
2014-12-01,232.615
2015-01-01,188.814
2015-02-01,210.332
2015-03-01,231.701
2015-04-01,239.373
2015-05-01,256.541
2015-06-01,277.470
2015-07-01,264.394
2015-08-01,266.987
2015-09-01,240.088
2015-10-01,232.922
2015-11-01,205.304
2015-12-01,185.278
2016-01-01,174.279
2016-02-01,148.371
2016-03-01,181.813
2016-04-01,202.163
2016-05-01,218.064
2016-06-01,237.082
2016-07-01,209.896
2016-08-01,208.017
2016-09-01,211.501
2016-10-01,212.050
2016-11-01,196.464
2016-12-01,211.678
2017-01-01,223.642
2017-02-01,211.378
2017-03-01,215.119
2017-04-01,231.854
2017-05-01,221.368
2017-06-01,213.946
2017-07-01,217.704
2017-08-01,223.744
2017-09-01,236.090
2017-10-01,231.670
2017-11-01,249.635
2017-12-01,234.333
2018-01-01,243.513
2018-02-01,236.677
2018-03-01,239.157
2018-04-01,256.938
2018-05-01,277.250
2018-06-01,271.228
2018-07-01,265.202
2018-08-01,262.717
2018-09-01,264.490
2018-10-01,256.862
2018-11-01,224.447
2018-12-01,204.212
2019-01-01,196.029
2019-02-01,213.190
2019-03-01,243.864
2019-04-01,270.769
2019-05-01,279.551
2019-06-01,264.372
2019-07-01,273.282
2019-08-01,252.879
2019-09-01,247.120
2019-10-01,241.486
2019-11-01,236.368
