DATE,CUURA422SETB
2011-02-01,264.552
2011-03-01,297.753
2011-04-01,317.686
2011-05-01,314.626
2011-06-01,295.113
2011-07-01,288.352
2011-08-01,285.106
2011-09-01,295.484
2011-10-01,290.739
2011-11-01,286.068
2011-12-01,271.286
2012-01-01,280.517
2012-02-01,302.724
2012-03-01,327.962
2012-04-01,317.962
2012-05-01,325.378
2012-06-01,301.192
2012-07-01,285.891
2012-08-01,310.778
2012-09-01,316.030
2012-10-01,336.090
2012-11-01,288.389
2012-12-01,268.569
2013-01-01,274.605
2013-02-01,306.602
2013-03-01,309.846
2013-04-01,300.682
2013-05-01,306.012
2013-06-01,303.270
2013-07-01,301.401
2013-08-01,291.569
2013-09-01,299.931
2013-10-01,284.084
2013-11-01,273.022
2013-12-01,270.990
2014-01-01,273.919
2014-02-01,279.844
2014-03-01,297.341
2014-04-01,313.061
2014-05-01,315.401
2014-06-01,312.578
2014-07-01,308.499
2014-08-01,297.489
2014-09-01,287.115
2014-10-01,268.189
2014-11-01,242.194
2014-12-01,216.165
2015-01-01,193.209
2015-02-01,209.050
2015-03-01,250.324
2015-04-01,240.323
2015-05-01,269.479
2015-06-01,253.019
2015-07-01,257.434
2015-08-01,247.551
2015-09-01,223.945
2015-10-01,208.973
2015-11-01,202.552
2015-12-01,196.642
2016-01-01,195.010
2016-02-01,178.296
2016-03-01,191.074
2016-04-01,202.420
2016-05-01,208.843
2016-06-01,213.139
2016-07-01,209.663
2016-08-01,197.818
2016-09-01,204.532
2016-10-01,207.138
2016-11-01,200.994
2016-12-01,200.151
2017-01-01,208.379
2017-02-01,212.552
2017-03-01,223.591
2017-04-01,224.219
2017-05-01,229.642
2017-06-01,227.099
2017-07-01,218.805
2017-08-01,221.035
2017-09-01,233.253
2017-10-01,227.464
2017-11-01,236.297
2017-12-01,232.445
2018-01-01,239.938
2018-02-01,248.958
2018-03-01,254.538
2018-04-01,264.816
2018-05-01,276.100
2018-06-01,277.231
2018-07-01,275.852
2018-08-01,273.651
2018-09-01,274.578
2018-10-01,284.833
2018-11-01,278.051
2018-12-01,264.929
2019-01-01,255.355
2019-02-01,251.375
2019-03-01,259.552
2019-04-01,290.028
2019-05-01,297.662
2019-06-01,280.364
2019-07-01,272.104
2019-08-01,263.865
2019-09-01,268.181
2019-10-01,300.258
2019-11-01,286.954
2019-12-01,261.728
2020-01-01,254.945
2020-02-01,251.171
2020-03-01,235.263
2020-04-01,209.994
2020-05-01,208.040
2020-06-01,220.382
2020-07-01,229.239
2020-08-01,236.785
2020-09-01,239.082
2020-10-01,236.633
2020-11-01,236.201
2020-12-01,237.489
2021-01-01,246.145
2021-02-01,253.600
2021-03-01,277.844
2021-04-01,289.079
2021-05-01,301.702
2021-06-01,310.278
2021-07-01,315.657
2021-08-01,322.785
2021-09-01,321.903
2021-10-01,330.112
2021-11-01,343.726
2021-12-01,342.260
2022-01-01,340.187
2022-02-01,343.538
2022-03-01,408.338
2022-04-01,414.030
