DATE,CUURA421SETB
2014-02-01,294.504
2014-03-01,312.780
2014-04-01,328.506
2014-05-01,325.394
2014-06-01,321.804
2014-07-01,316.382
2014-08-01,300.708
2014-09-01,291.985
2014-10-01,273.641
2014-11-01,247.502
2014-12-01,219.410
2015-01-01,196.162
2015-02-01,219.228
2015-03-01,258.782
2015-04-01,249.347
2015-05-01,300.219
2015-06-01,280.247
2015-07-01,309.603
2015-08-01,283.806
2015-09-01,246.755
2015-10-01,228.651
2015-11-01,219.830
2015-12-01,218.367
2016-01-01,223.372
2016-02-01,191.643
2016-03-01,208.369
2016-04-01,217.508
2016-05-01,217.766
2016-06-01,223.300
2016-07-01,220.516
2016-08-01,205.366
2016-09-01,212.508
2016-10-01,215.917
2016-11-01,215.875
2016-12-01,208.577
2017-01-01,217.767
2017-02-01,227.233
2017-03-01,233.940
2017-04-01,233.584
2017-05-01,233.161
2017-06-01,229.595
2017-07-01,223.750
2017-08-01,230.041
2017-09-01,242.911
2017-10-01,235.084
2017-11-01,248.485
2017-12-01,239.908
