DATE,CUURA210SETB
2014-02-01,339.958
2014-03-01,364.204
2014-04-01,368.333
2014-05-01,376.759
2014-06-01,389.896
2014-07-01,355.694
2014-08-01,346.945
2014-09-01,340.772
2014-10-01,319.758
2014-11-01,295.352
2014-12-01,260.397
2015-01-01,206.866
2015-02-01,227.187
2015-03-01,242.729
2015-04-01,239.651
2015-05-01,261.809
2015-06-01,283.273
2015-07-01,270.587
2015-08-01,256.860
2015-09-01,234.863
2015-10-01,243.708
2015-11-01,225.187
2015-12-01,195.248
2016-01-01,190.884
2016-02-01,166.123
2016-03-01,197.979
2016-04-01,213.719
2016-05-01,237.006
2016-06-01,253.723
2016-07-01,227.229
2016-08-01,215.827
2016-09-01,216.317
2016-10-01,221.560
2016-11-01,216.163
2016-12-01,223.660
2017-01-01,233.516
2017-02-01,215.504
2017-03-01,228.180
2017-04-01,240.132
2017-05-01,233.066
2017-06-01,228.489
2017-07-01,219.895
2017-08-01,236.223
2017-09-01,254.295
2017-10-01,238.888
2017-11-01,265.185
2017-12-01,240.556
