DATE,PCPI11001
1997-01-01,35739
1998-01-01,38122
1999-01-01,39798
2000-01-01,43524
2001-01-01,44871
2002-01-01,45147
2003-01-01,46011
2004-01-01,50088
2005-01-01,52947
2006-01-01,55805
2007-01-01,59824
2008-01-01,60887
2009-01-01,60143
2010-01-01,63317
2011-01-01,66735
2012-01-01,67655
2013-01-01,67066
2014-01-01,70494
2015-01-01,74352
2016-01-01,76623
2017-01-01,78116
2018-01-01,80342
2019-01-01,80819
2020-01-01,86567
