DATE,PCPI48113
2000-01-01,35657
2001-01-01,35802
2002-01-01,35637
2003-01-01,35798
2004-01-01,36242
2005-01-01,38414
2006-01-01,41501
2007-01-01,42859
2008-01-01,44871
2009-01-01,39487
2010-01-01,41349
2011-01-01,48049
2012-01-01,48918
2013-01-01,49473
2014-01-01,52350
2015-01-01,52722
2016-01-01,53993
2017-01-01,56757
2018-01-01,60971
2019-01-01,63591
2020-01-01,65401
