DATE,PCPI04013
2002-01-01,30062
2003-01-01,31051
2004-01-01,33198
2005-01-01,35598
2006-01-01,38544
2007-01-01,39713
2008-01-01,38649
2009-01-01,35825
2010-01-01,36297
2011-01-01,37781
2012-01-01,39225
2013-01-01,39480
2014-01-01,41164
2015-01-01,42761
2016-01-01,43828
2017-01-01,45454
2018-01-01,47606
2019-01-01,49663
2020-01-01,53521
