05-22,4189.9875
04-22,4400.3282500000005
03-22,4389.779782608696
02-22,4436.429736842106
01-22,4579.53925
12-21,4672.227272727273
11-21,4669.1621428571425
10-21,4455.211428571428
09-21,4451.389047619047
08-21,4451.5202272727265
07-21,4360.856904761905
06-21,4237.733181818181
05-21,4167.589750000001
04-21,4137.557857142857
03-21,3908.596521739129
02-21,3881.1126315789465
01-21,3795.5678947368424
12-20,3693.6577272727272
11-20,3546.2112500000003
10-20,3420.946363636364
09-20,3369.7469047619047
08-20,3388.3
07-20,3205.6088636363634
06-20,3105.4672727272728
05-20,2919.66025
04-20,2760.292142857143
03-20,2652.790681818182
02-20,3281.4607894736846
01-20,3277.5042857142857
12-19,3176.0064285714284
11-19,3103.232
10-19,2977.314565217391
09-19,2982.1195
08-19,2899.359090909091
07-19,2995.9529545454543
06-19,2888.9260000000004
05-19,2855.0293181818183
04-19,2902.305238095238
03-19,2803.789523809524
02-19,2752.503157894737
01-19,2602.6442857142865
12-18,2574.005
11-18,2721.4407142857144
10-18,2790.7702173913044
09-18,2901.535263157895
08-18,2856.1991304347825
07-18,2791.5178571428573
06-18,2754.662142857143
05-18,2699.7431818181817
04-18,2655.455714285714
03-18,2705.316904761905
02-18,2707.791842105263
01-18,2787.745238095238
12-17,2665.20525
11-17,2591.955952380952
10-17,2556.4022727272722
09-17,2492.08675
08-17,2456.4865217391307
07-17,2453.571
06-17,2434.3345454545456
05-17,2394.907954545455
04-17,2359.7297368421046
03-17,2366.845434782608
02-17,2327.747894736842
01-17,2274.3239999999996
12-16,2246.3833333333337
11-16,2163.412857142857
10-16,2144.6028571428574
09-16,2157.632380952381
08-16,2177.5473913043475
07-16,2147.2742500000004
06-16,2083.6804545454547
05-16,2064.8228571428576
04-16,2075.3045238095233
03-16,2018.7834090909091
02-16,1904.61175
01-16,1921.6184210526317
12-15,2055.0429545454544
11-15,2080.44625
10-15,2021.3761363636368
09-15,1945.8333333333333
08-15,2042.897142857143
07-15,2093.566590909091
06-15,2100.339090909091
05-15,2111.5215
04-15,2094.445476190476
03-15,2080.758863636364
02-15,2079.4052631578948
01-15,2029.7857500000002
12-14,2054.497272727273
11-14,2043.4315789473687
10-14,1936.3417391304351
09-14,1993.8083333333338
08-14,1960.1035714285715
07-14,1973.855227272727
06-14,1946.1111904761904
05-14,1888.892619047619
04-14,1864.3897619047618
03-14,1863.529285714286
02-14,1815.0284210526315
01-14,1824.0271428571427
12-13,1807.1016666666665
11-13,1782.5312499999995
10-13,1718.4804347826084
09-13,1686.279
08-13,1671.0681818181815
07-13,1667.2590909090911
06-13,1619.6004999999998
05-13,1638.8022727272728
04-13,1570.0609090909093
03-13,1549.46725
02-13,1511.8755263157893
01-13,1478.6826190476193
12-12,1422.0445000000004
11-12,1394.3788095238097
10-12,1438.5226190476192
09-12,1442.5221052631578
08-12,1402.8634782608692
07-12,1359.3626190476189
06-12,1322.3116666666665
05-12,1343.195
04-12,1386.6815000000001
03-12,1388.265909090909
02-12,1351.10875
01-12,1299.24725
12-11,1243.1178571428572
11-11,1226.48
10-11,1204.387619047619
09-11,1175.9402380952383
08-11,1186.8028260869564
07-11,1325.92925
06-11,1287.8668181818182
05-11,1338.5545238095237
04-11,1330.7692499999998
03-11,1304.5510869565219
02-11,1319.7305263157898
01-11,1281.9865000000002
12-10,1240.2122727272726
11-10,1198.5607142857143
10-10,1170.7783333333332
09-10,1120.19
08-10,1087.7181818181818
07-10,1078.2959523809525
06-10,1084.7620454545454
05-10,1127.0842499999999
04-10,1197.0292857142858
03-10,1150.7454347826088
02-10,1088.3113157894738
01-10,1124.2913157894739
12-09,1110.2786363636362
11-09,1086.8764999999999
10-09,1068.3361363636361
09-09,1044.124761904762
08-09,1008.9714285714284
07-09,934.2031818181817
06-09,926.0670454545453
05-09,901.9354999999999
04-09,846.082857142857
03-09,756.6002272727274
02-09,806.2705263157894
01-09,866.4837500000001
12-08,876.7984090909089
11-08,884.3731578947369
10-08,971.3326086956522
09-08,1219.364761904762
08-08,1280.0842857142857
07-08,1257.6252272727272
06-08,1344.095238095238
05-08,1402.6016666666667
04-08,1369.9443181818183
03-08,1317.6932499999998
02-08,1355.8530000000003
01-08,1377.0107142857141
12-07,1479.2285
11-07,1463.385238095238
10-07,1539.6591304347828
09-07,1497.1163157894737
08-07,1454.616956521739
07-07,1520.7047619047617
06-07,1514.489523809524
05-07,1511.1368181818182
04-07,1463.6474999999998
03-07,1406.9522727272727
02-07,1444.7947368421053
01-07,1424.1614999999997
12-06,1416.4199999999998
11-06,1388.6319047619047
10-06,1363.3845454545458
09-06,1317.8049999999998
08-06,1287.1513043478262
07-06,1260.2395000000001
06-06,1253.1213636363636
05-06,1289.9999999999998
04-06,1302.1836842105265
03-06,1293.74
02-06,1276.6452631578948
01-06,1278.723
12-05,1262.0719047619045
11-05,1237.3685714285714
10-05,1191.964285714286
09-05,1225.914761904762
08-05,1224.2700000000002
07-05,1222.2369999999999
06-05,1202.2554545454543
05-05,1178.2757142857142
04-05,1164.4233333333334
03-05,1194.8977272727275
02-05,1199.626842105263
01-05,1181.4080000000001
12-04,1199.2109090909091
11-04,1168.9366666666665
10-04,1118.0685714285714
09-04,1117.6561904761904
08-04,1088.9350000000002
07-04,1105.847142857143
06-04,1132.757142857143
05-04,1102.7815
04-04,1133.0785714285712
03-04,1123.9795652173912
02-04,1143.3563157894735
01-04,1132.5174999999997
12-03,1080.6363636363637
11-03,1049.9005263157894
10-03,1038.7343478260868
09-03,1019.4419047619049
08-03,989.5319047619048
07-03,992.536818181818
