city,date,cpi,violent crime,property crime,patents,population,unemployment,case shiller,education and health,medical care,motor fuel,income,food and bev,DOW,SP500,NASDAQ
atlanta,03-93,143.03333333333333,16281.0,53633.0,47.0,699.6514999999999,8.3,71.747532025143,0.19124303230831638,212.29999999999998,85.66666666666667,29388.0,139.16666666666666,3440.738695652174,450.15521739130435,684.3423913043478
atlanta,04-93,143.45,16281.0,53633.0,48.0,701.37775,7.9,72.22512906629599,0.193018092856768,213.0,85.85000000000001,29478.5,139.54999999999998,3423.6252380952383,443.077619047619,666.2083333333334
atlanta,05-93,143.86666666666665,16281.0,53633.0,66.0,703.1039999999999,7.9,72.625996078063,0.19337497576321427,213.7,86.03333333333335,29569.0,139.9333333333333,3478.173500000001,445.2464999999999,685.59375
atlanta,06-93,144.28333333333333,16281.0,53633.0,39.0,704.83025,9.1,72.831974347956,0.19419522189123978,214.39999999999998,86.21666666666667,29659.5,140.31666666666666,3513.8145454545447,448.05954545454546,695.5845454545455
atlanta,07-93,144.7,16281.0,53633.0,47.0,706.5564999999999,8.7,73.123039294854,0.1948740842845604,215.1,86.4,29750.0,140.7,3529.433333333333,447.2871428571429,703.4866666666667
atlanta,08-93,145.03333333333333,16281.0,53633.0,62.0,708.28275,8.5,73.26739215795901,0.1949568118407359,216.46666666666667,85.53333333333333,29840.5,140.71666666666667,3597.013181818182,454.1277272727273,724.4943181818182
atlanta,09-93,145.36666666666665,16281.0,53633.0,46.0,710.009,8.4,73.584996853178,0.19521426848959944,217.83333333333334,84.66666666666667,29931.0,140.73333333333335,3592.288571428572,459.23523809523806,745.6285714285714
atlanta,10-93,145.7,16281.0,53633.0,43.0,711.73525,8.4,73.774337824811,0.19514241381419004,219.20000000000002,83.80000000000001,30021.5,140.75,3625.8085714285708,463.9004761904763,771.3004761904762
atlanta,11-93,146.03333333333333,16281.0,53633.0,56.0,713.4615,7.9,73.994210127031,0.195327730501095,220.5666666666667,82.93333333333334,30112.0,140.76666666666668,3674.699047619047,462.89047619047625,764.8854761904762
atlanta,12-93,146.36666666666665,16281.0,53633.0,38.0,715.1877499999999,7.8,74.367248502113,0.19588444570653651,221.93333333333334,82.06666666666666,30202.5,140.78333333333336,3744.104090909092,465.94545454545454,762.5002272727273
atlanta,01-94,146.7,14684.0,51596.0,47.0,716.914,8.9,74.76445482562299,0.19715531471691305,223.3,81.2,30293.0,140.8,3868.364761904763,472.99285714285713,787.3557142857142
atlanta,02-94,146.7,14684.0,51596.0,46.0,718.26,8.4,75.355729364755,0.19711088071797817,224.53333333333333,82.6,30483.666666666668,140.9,3905.618947368421,471.5800000000001,788.0186842105262
atlanta,03-94,146.7,14684.0,51596.0,41.0,719.606,8.1,75.46923582327899,0.19722966538976885,225.76666666666665,84.0,30674.333333333336,141.0,3816.9839130434784,463.80782608695654,787.0867391304347
atlanta,04-94,146.7,14684.0,51596.0,52.0,720.952,7.7,75.516196587257,0.19698817463294918,227.0,85.4,30865.000000000004,141.1,3661.4847368421056,447.2321052631579,732.9034210526316
atlanta,05-94,146.7,14684.0,51596.0,59.0,722.298,7.3,75.776029238113,0.19722638827968653,228.23333333333332,86.8,31055.66666666667,141.2,3707.9923809523807,450.8985714285715,728.0188095238094
atlanta,06-94,146.7,14684.0,51596.0,71.0,723.644,8.4,76.052525659332,0.19827115854749297,229.46666666666664,88.19999999999999,31246.333333333336,141.3,3737.5822727272734,454.825909090909,723.9768181818181
atlanta,07-94,146.7,14684.0,51596.0,64.0,724.99,7.2,76.396849527504,0.19864114893408874,230.7,89.6,31437.000000000004,141.4,3718.2999999999993,451.4005000000001,713.2785
atlanta,08-94,147.29999999999998,14684.0,51596.0,68.0,726.336,7.6,76.584670056262,0.19903613761775266,231.26666666666665,89.64999999999999,31627.66666666667,142.06666666666666,3797.4769565217393,464.2434782608696,738.0569565217392
atlanta,09-94,147.9,14684.0,51596.0,66.0,727.682,7.5,76.688033955097,0.1995791000556452,231.83333333333331,89.69999999999999,31818.333333333336,142.73333333333332,3880.5985714285716,466.9557142857143,763.9176190476192
atlanta,10-94,148.5,14684.0,51596.0,77.0,729.028,7.2,77.125522417772,0.19968808155931045,232.39999999999998,89.75,32009.0,143.39999999999998,3868.0990476190477,463.81285714285724,762.3438095238095
atlanta,11-94,149.1,14684.0,51596.0,55.0,730.374,6.7,77.566048790526,0.20062886135677338,232.96666666666664,89.8,32199.666666666668,144.06666666666666,3792.431428571429,461.0133333333334,761.3873809523808
atlanta,12-94,149.70000000000002,14684.0,51596.0,59.0,731.72,6.4,78.041338655419,0.20108247437884572,233.5333333333333,89.85,32390.333333333336,144.73333333333335,3770.3061904761903,455.18571428571425,735.0640476190476
atlanta,01-95,150.3,14744.0,54267.0,46.0,733.066,7.5,78.231603212849,0.20113160990135268,234.1,89.9,32581.0,145.4,3872.4566666666665,465.25,758.1149999999999
atlanta,02-95,150.5,14744.0,54267.0,66.0,734.8265833333334,6.9,78.54116378763699,0.20153603593258862,234.73333333333332,89.75,32704.166666666668,145.76666666666668,3953.716315789474,481.92473684210523,783.4649999999999
atlanta,03-95,150.70000000000002,14744.0,54267.0,76.0,736.5871666666667,6.8,78.58471642685001,0.2020126958068923,235.36666666666665,89.6,32827.333333333336,146.13333333333335,4062.7778260869563,493.1534782608695,806.7071739130434
atlanta,04-95,150.9,14744.0,54267.0,71.0,738.34775,7.3,78.607851531642,0.20440661598412943,236.0,89.44999999999999,32950.5,146.5,4230.66,507.90578947368425,824.9523684210526
