atlanta,boston,chicago,cleveland,dallas,denver,detroit,la,miami,minneapolis,nyc,phoenix,portland,sf,seattle,tampa,dc,date,cpi,crimes_reported,crimes_cleared,patents,population,unemployment,case_shiller,dow,nasdaq,sp,label
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,09-16,236.39333333333335,4622,1306,1451,1244.5323333333333,3.5,153.278191413591,215.537942781055,18268.466428571428,5251.438095238095,2157.632380952381
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01-17,238.152,4614,1417,1549,1248.707,3.6,156.517151506943,223.52557232690103,19906.943999999996,5557.84175,2274.3239999999996
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,02-17,238.51416666666665,4614,1417,1497,1249.4831666666669,3.5,157.838054578172,226.22261366640498,20401.568421052634,5759.2986842105265,2327.747894736842
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01-90,135.1,174542,56822,750,7335.650000000001,5.8,81.03500328091799,78.569287017287,2679.236363636364,439.3504545454545,339.97181818181815
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02-90,135.3,174542,56822,730,7338.887583333334,5.7,80.982861072749,78.783145503824,2614.1773684210525,424.5242105263158,330.4526315789474
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03-90,136.6,174542,56822,873,7342.125166666667,5.3,80.80771442570699,78.567125787584,2700.1331818181816,436.0904545454545,338.465
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04-90,137.3,174542,56822,860,7345.36275,5.0,80.213069716589,78.445752105465,2708.2549999999997,428.99299999999994,338.178
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05-90,137.2,174542,56822,763,7348.600333333334,4.9,79.55356747068599,78.43491223775,2793.812272727273,442.5981818181819,350.25
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,06-90,137.1,174542,56822,792,7351.837916666667,4.7,78.93322447063001,78.431816277381,2894.8300000000004,462.30619047619047,360.38666666666666
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07-90,138.4,174542,56822,792,7355.075500000001,5.1,78.295666051317,78.45318230169599,2934.2280952380947,455.8242857142858,360.0309523809524
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08-90,140.0,174542,56822,717,7358.313083333333,5.0,77.55018300435,78.43677694718299,2681.887391304348,396.3226086956521,330.74652173913046
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,09-90,140.8,174542,56822,678,7361.550666666667,5.3,76.67560321577,78.505932845251,2550.691052631579,368.58157894736837,315.40684210526325
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10-90,141.6,174542,56822,864,7364.7882500000005,5.4,76.312268991308,78.671245206344,2460.536086956522,338.01347826086953,307.1247826086956
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11-90,141.5,174542,56822,704,7368.025833333333,5.7,75.88182779919501,78.744808626285,2518.576666666667,347.69428571428574,315.29095238095243
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12-90,141.6,174542,56822,833,7371.263416666667,5.9,75.616307367539,78.854899482344,2610.9165000000003,370.1525,328.7495
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01-91,143.0,170390,55582,684,7374.501,7.1,74.74340913135299,78.95019496648001,2587.6013636363637,376.68136363636364,325.4854545454545
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02-91,143.6,170390,55582,697,7379.037916666667,7.4,74.109524873599,79.21841230453,2863.04052631579,442.58684210526314,362.2631578947369
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03-91,143.4,170390,55582,730,7383.574833333333,7.5,73.579182833191,79.50162260533001,2920.1114999999995,469.10099999999994,372.279
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04-91,143.7,170390,55582,732,7388.11175,7.0,73.054447275017,79.608552922447,2925.5395454545455,496.3190909090909,379.67909090909086
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05-91,144.0,170390,55582,759,7392.648666666667,7.3,73.087625083292,79.775818252065,2928.4222727272722,490.9336363636363,377.9927272727273
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,06-91,144.6,170390,55582,741,7397.185583333333,7.2,73.457914387464,79.366330051417,2968.135,490.3750000000001,378.293
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07-91,145.2,170390,55582,863,7401.7225,7.3,73.91089357133,79.43090509036,2978.1877272727274,489.34363636363634,380.2268181818181
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08-91,145.4,170390,55582,652,7406.259416666667,7.2,74.24296782257599,79.562913709984,3006.087727272727,513.2509090909091,389.40318181818185
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,09-91,145.8,170390,55582,731,7410.796333333333,7.2,74.386948951975,79.759529837044,3010.3545,520.5595000000001,387.1985
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10-91,145.7,170390,55582,816,7415.33325,7.2,74.563429989875,79.891283297926,3019.7360869565223,528.9239130434781,386.88347826086965
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11-91,146.6,170390,55582,768,7419.870166666667,7.4,74.617136240718,79.916579388689,2986.1245,536.5835,385.91949999999997
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12-91,146.6,170390,55582,695,7424.407083333333,7.8,74.768017506565,80.197635094735,2958.6419047619047,542.765,388.51047619047614
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01-92,147.3,159578,51080,687,7428.9439999999995,9.1,74.757148544369,80.435988769003,3227.0600000000004,614.8972727272727,416.0759090909091
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02-92,148.0,159578,51080,665,7435.379166666666,9.3,74.815591167371,80.594880545493,3257.273157894737,631.9126315789473,412.5573684210526
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03-92,149.1,159578,51080,784,7441.814333333333,8.9,74.95549492548801,80.58976499016501,3247.418636363637,620.5311363636364,407.36454545454546
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04-92,149.2,159578,51080,796,7448.2495,8.3,75.16757144386999,80.67444212196901,3293.614761904762,583.6407142857142,407.4066666666667
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05-92,148.9,159578,51080,680,7454.684666666666,8.5,75.151596794782,80.954136323304,3376.7854999999995,581.4507500000001,414.81450000000007
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,06-92,149.5,159578,51080,827,7461.119833333332,8.9,75.056733825086,81.393611647178,3337.7913636363646,567.3193181818182,408.27409090909083
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07-92,149.9,159578,51080,777,7467.554999999999,8.9,74.963974260055,81.777253494462,3329.408181818182,568.4649999999999,415.0513636363636
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08-92,150.8,159578,51080,664,7473.9901666666665,8.6,75.10610663539,81.942905176541,3307.4538095238095,569.535238095238,417.92666666666673
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,09-92,151.4,159578,51080,686,7480.425333333333,8.7,75.08589931977299,82.061190836173,3293.9199999999996,580.2538095238097,418.4771428571428
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10-92,152.1,159578,51080,721,7486.860499999999,8.3,75.052895301649,82.34191379841799,3198.695909090909,584.6547727272728,412.5027272727273
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11-92,152.2,159578,51080,734,7493.295666666666,8.4,75.19315221905799,82.82154792679401,3238.49,629.899,422.84400000000005
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12-92,151.9,159578,51080,753,7499.730833333333,8.4,75.401211162707,83.273033077498,3303.15,660.7859090909092,435.63954545454544
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01-93,153.0,153543,47359,668,7506.165999999999,9.3,75.740987269896,83.730166947685,3277.703,690.7062500000002,435.229
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02-93,153.6,153543,47359,670,7511.523666666666,9.1,75.887380715768,84.41217718470101,3367.26,682.7031578947368,441.7042105263158
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03-93,154.1,153543,47359,809,7516.881333333333,8.3,75.987702851465,84.943152568184,3440.738695652174,684.3423913043478,450.15521739130435
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04-93,154.0,153543,47359,796,7522.239,7.8,76.068588700716,85.416571736196,3423.6252380952383,666.2083333333334,443.077619047619
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05-93,153.8,153543,47359,688,7527.596666666666,7.8,76.143127402732,85.987124847655,3478.173500000001,685.59375,445.2464999999999
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,06-93,154.2,153543,47359,837,7532.954333333333,7.8,76.330199924208,86.482426108943,3513.8145454545447,695.5845454545455,448.05954545454546
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07-93,154.3,153543,47359,752,7538.312,7.8,76.316949817936,87.1611833108,3529.433333333333,703.4866666666667,447.2871428571429
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08-93,155.3,153543,47359,701,7543.669666666666,7.5,76.275551769782,87.665885500823,3597.013181818182,724.4943181818182,454.1277272727273
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,09-93,155.3,153543,47359,813,7549.0273333333325,7.4,76.333497243493,88.228580502286,3592.288571428572,745.6285714285714,459.23523809523806
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10-93,155.5,153543,47359,743,7554.384999999999,7.5,76.501850486559,88.739203225725,3625.8085714285708,771.3004761904762,463.9004761904763
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11-93,155.4,153543,47359,734,7559.742666666666,7.4,76.73839144388,89.259598103848,3674.699047619047,764.8854761904762,462.89047619047625
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12-93,155.6,153543,47359,780,7565.100333333333,7.4,76.803945100463,89.558397788102,3744.104090909092,762.5002272727273,465.94545454545454
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01-94,156.0,136522,49291,692,7570.458,8.4,76.84823089471999,89.85618596563499,3868.364761904763,787.3557142857142,472.99285714285713
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02-94,157.4,136522,49291,747,7575.6731666666665,8.3,76.910181231224,90.51220494507601,3905.618947368421,788.0186842105262,471.5800000000001
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03-94,157.9,136522,49291,905,7580.888333333333,7.9,77.239517703974,91.285557983926,3816.9839130434784,787.0867391304347,463.80782608695654
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04-94,157.7,136522,49291,796,7586.1035,7.3,77.59430173003,92.27485358250601,3661.4847368421056,732.9034210526316,447.2321052631579
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05-94,157.3,136522,49291,751,7591.318666666667,6.7,77.967216750843,93.000473839312,3707.9923809523807,728.0188095238094,450.8985714285715
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,06-94,157.8,136522,49291,778,7596.533833333334,6.8,78.058275278435,94.035052539026,3737.5822727272734,723.9768181818181,454.825909090909
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07-94,158.2,136522,49291,760,7601.749,7.0,78.24129254710999,94.93969836868999,3718.2999999999993,713.2785,451.4005000000001
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08-94,159.1,136522,49291,831,7606.964166666667,6.6,78.342128428691,96.024203872467,3797.4769565217393,738.0569565217392,464.2434782608696
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,09-94,159.0,136522,49291,836,7612.1793333333335,6.3,78.41461087937199,96.79117484602399,3880.5985714285716,763.9176190476192,466.9557142857143
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10-94,159.5,136522,49291,736,7617.3945,6.2,78.44565186213299,97.59161811944401,3868.0990476190477,762.3438095238095,463.81285714285724
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11-94,159.4,136522,49291,755,7622.609666666667,6.0,78.380352144552,98.40007503705999,3792.431428571429,761.3873809523808,461.0133333333334
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12-94,158.9,136522,49291,942,7627.824833333334,5.7,78.490560277925,99.351966699375,3770.3061904761903,735.0640476190476,455.18571428571425
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01-95,159.9,115153,19704,638,7633.040000000001,7.0,78.569287017287,100.339230033666,3872.4566666666665,758.1149999999999,465.25
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02-95,160.3,115153,19704,719,7638.437666666668,6.7,78.783145503824,101.24065674526399,3953.716315789474,783.4649999999999,481.92473684210523
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03-95,160.9,115153,19704,979,7643.835333333334,6.5,78.567125787584,102.06063128693701,4062.7778260869563,806.7071739130434,493.1534782608695
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04-95,161.4,115153,19704,795,7649.233,6.4,78.445752105465,103.132503539286,4230.66,824.9523684210526,507.90578947368425
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05-95,161.8,115153,19704,947,7654.630666666667,6.2,78.43491223775,104.915868587404,4391.570909090909,859.655909090909,523.8136363636363
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,06-95,162.2,115153,19704,936,7660.028333333334,6.2,78.431816277381,106.06469943020599,4510.760000000001,904.9359090909091,539.3540909090908
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07-95,162.3,115153,19704,790,7665.426,6.5,78.45318230169599,107.020291061761,4684.758,977.8055,557.3665
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08-95,162.8,115153,19704,842,7670.823666666667,6.4,78.43677694718299,108.02474981253201,4639.266956521739,1009.9906521739131,559.1099999999999
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,09-95,163.2,115153,19704,972,7676.221333333334,6.3,78.505932845251,108.825510211348,4746.7575,1050.60625,578.7655000000001
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10-95,163.6,115153,19704,914,7681.619000000001,6.0,78.671245206344,109.78600362041401,4760.457727272727,1022.7097727272728,582.9181818181818
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11-95,163.8,115153,19704,889,7687.016666666666,6.0,78.744808626285,110.636684400031,4935.811428571427,1046.5269047619051,595.5323809523808
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12-95,163.7,115153,19704,785,7692.414333333333,6.1,78.854899482344,111.839543468157,5136.1045,1047.97175,614.5715
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01-96,164.8,98660,39862,744,7697.812,6.9,78.95019496648001,112.936258507802,5179.374090909091,1025.129318181818,614.42
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02-96,165.7,98660,39862,769,7704.114583333333,6.8,79.21841230453,114.25195255001499,5518.7325,1092.8542499999999,649.542
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03-96,166.5,98660,39862,1007,7710.417166666667,6.8,79.50162260533001,115.31422405864299,5612.240952380952,1092.8783333333333,647.0747619047619
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04-96,166.0,98660,39862,972,7716.71975,6.3,79.608552922447,116.364966549007,5579.864285714287,1134.2609523809526,647.1728571428572
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05-96,166.4,98660,39862,951,7723.022333333333,6.3,79.775818252065,116.978208520321,5616.707727272727,1220.222727272727,661.2304545454544
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,06-96,166.5,98660,39862,1021,7729.324916666667,6.0,79.366330051417,118.075068094581,5671.508000000001,1207.2397499999997,668.499
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07-96,166.7,98660,39862,1030,7735.6275000000005,6.4,79.43090509036,119.223207214483,5496.261363636364,1108.3018181818186,644.0704545454546
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08-96,167.2,98660,39862,968,7741.930083333334,5.8,79.562913709984,120.586368221166,5685.4972727272725,1133.220681818182,662.6822727272727
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,09-96,168.2,98660,39862,1164,7748.232666666668,5.8,79.759529837044,121.98300361340799,5804.0085,1184.7475000000002,674.8845
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10-96,168.2,98660,39862,1104,7754.535250000001,5.7,79.891283297926,123.094915082201,5996.210434782609,1235.2021739130435,701.4556521739131
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11-96,168.4,98660,39862,890,7760.837833333334,6.0,79.916579388689,124.40443922355499,6318.3634999999995,1258.9107499999998,735.669
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12-96,168.5,98660,39862,964,7767.140416666668,6.1,80.197635094735,124.575336444032,6435.869047619049,1292.7352380952382,743.2528571428571
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01-97,169.1,92853,42442,877,7773.443000000001,7.2,80.435988769003,125.379914975513,6707.030454545454,1344.897727272727,766.2168181818182
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02-97,170.1,92853,42442,893,7780.511000000001,7.2,80.594880545493,126.09771072812401,6917.477368421051,1351.9273684210525,798.3878947368421
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03-97,170.7,92853,42442,1064,7787.5790000000015,7.0,80.58976499016501,127.320637213696,6901.116500000001,1285.78975,792.1555
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04-97,170.2,92853,42442,1010,7794.647000000001,6.4,80.67444212196901,128.693019036209,6657.495000000001,1224.9443181818183,763.9281818181819
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05-97,169.9,92853,42442,996,7801.715000000001,6.3,80.954136323304,130.484808225142,7242.36,1348.8457142857142,833.0890476190476
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,06-97,170.3,92853,42442,974,7808.783000000001,6.4,81.393611647178,132.495632283275,7599.6,1421.6988095238096,876.2871428571428
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07-97,170.8,92853,42442,885,7815.851000000001,6.5,81.777253494462,134.854409948852,7990.65318181818,1529.1884090909089,925.2936363636362
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08-97,170.8,92853,42442,901,7822.919000000001,6.3,81.942905176541,137.003348643263,7948.430476190478,1596.9145238095239,927.7361904761905
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,09-97,171.7,92853,42442,978,7829.987000000001,6.2,82.061190836173,138.826656762983,7866.588571428572,1659.1507142857142,937.0242857142858
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10-97,172.3,92853,42442,1036,7837.055000000001,5.9,82.34191379841799,140.801751423528,7875.818695652173,1683.4208695652173,951.1586956521736
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11-97,172.0,92853,42442,1005,7844.123000000001,5.7,82.82154792679401,142.843487956409,7677.356315789475,1602.0655263157892,938.9236842105265
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12-97,171.9,92853,42442,1156,7851.191000000001,5.8,83.273033077498,144.91360476038798,7909.821363636364,1567.780909090909,962.3659090909091
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01-98,172.1,85891,43086,984,7858.259000000001,6.7,83.730166947685,146.638990741329,7808.353,1569.06425,963.3590000000002
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02-98,172.7,85891,43086,1148,7865.709083333334,6.6,84.41217718470101,147.93710119753402,8323.605789473682,1711.878947368421,1023.742105263158
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03-98,173.0,85891,43086,1414,7873.159166666667,6.4,84.943152568184,149.216318319457,8709.474545454546,1780.6020454545455,1076.8254545454547
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04-98,173.0,85891,43086,1405,7880.60925,5.4,85.416571736196,150.339895016891,9037.43904761905,1852.5669047619047,1112.1961904761906
