DATE,CUURA320SA0
1990-01-01,124.600
1990-02-01,.
1990-03-01,125.100
1990-04-01,.
1990-05-01,126.400
1990-06-01,.
1990-07-01,128.700
1990-08-01,.
1990-09-01,130.100
1990-10-01,.
1990-11-01,131.200
1990-12-01,.
1991-01-01,131.500
1991-02-01,.
1991-03-01,132.000
1991-04-01,.
1991-05-01,132.000
1991-06-01,.
1991-07-01,132.000
1991-08-01,.
1991-09-01,132.100
1991-10-01,.
1991-11-01,133.500
1991-12-01,.
1992-01-01,133.700
1992-02-01,.
1992-03-01,134.500
1992-04-01,.
1992-05-01,133.700
1992-06-01,.
1992-07-01,133.800
1992-08-01,.
1992-09-01,134.600
1992-10-01,.
1992-11-01,135.900
1992-12-01,.
1993-01-01,137.800
1993-02-01,.
1993-03-01,139.200
1993-04-01,.
1993-05-01,139.000
1993-06-01,.
1993-07-01,139.000
1993-08-01,.
1993-09-01,139.200
1993-10-01,.
1993-11-01,139.800
1993-12-01,.
1994-01-01,141.000
1994-02-01,.
1994-03-01,143.500
1994-04-01,.
1994-05-01,143.300
1994-06-01,.
1994-07-01,143.400
1994-08-01,.
1994-09-01,144.500
1994-10-01,.
1994-11-01,144.500
1994-12-01,.
1995-01-01,147.300
1995-02-01,.
1995-03-01,148.700
1995-04-01,.
1995-05-01,148.600
1995-06-01,.
1995-07-01,148.300
1995-08-01,.
1995-09-01,148.900
1995-10-01,.
1995-11-01,150.200
1995-12-01,.
1996-01-01,152.000
1996-02-01,.
1996-03-01,152.400
1996-04-01,.
1996-05-01,152.600
1996-06-01,.
1996-07-01,152.400
1996-08-01,.
1996-09-01,154.600
1996-10-01,.
1996-11-01,156.400
1996-12-01,.
1997-01-01,158.100
1997-02-01,.
1997-03-01,158.500
1997-04-01,.
1997-05-01,157.900
1997-06-01,.
1997-07-01,157.900
1997-08-01,.
1997-09-01,158.500
1997-10-01,.
1997-11-01,159.500
