DATE,CUURA421SA0
2014-02-01,241.059
2014-03-01,242.491
2014-04-01,242.437
2014-05-01,243.362
2014-06-01,243.528
2014-07-01,243.727
2014-08-01,243.556
2014-09-01,243.623
2014-10-01,243.341
2014-11-01,241.753
2014-12-01,240.475
2015-01-01,239.724
2015-02-01,241.297
2015-03-01,243.738
2015-04-01,243.569
2015-05-01,246.093
2015-06-01,245.459
2015-07-01,247.066
2015-08-01,246.328
2015-09-01,245.431
2015-10-01,245.812
2015-11-01,245.711
2015-12-01,245.357
2016-01-01,247.155
2016-02-01,247.113
2016-03-01,247.873
2016-04-01,248.368
2016-05-01,249.554
2016-06-01,249.789
2016-07-01,249.784
2016-08-01,249.700
2016-09-01,250.145
2016-10-01,251.098
2016-11-01,250.185
2016-12-01,250.189
2017-01-01,252.373
2017-02-01,253.815
2017-03-01,254.525
2017-04-01,254.971
2017-05-01,255.674
2017-06-01,255.275
2017-07-01,256.023
2017-08-01,256.739
2017-09-01,257.890
2017-10-01,258.883
2017-11-01,259.135
2017-12-01,259.220
