tampa,01-90,6.2
tampa,02-90,5.9
tampa,03-90,5.3
tampa,04-90,5.7
tampa,05-90,5.8
tampa,06-90,5.9
tampa,07-90,6.4
tampa,08-90,6.3
tampa,09-90,6.6
tampa,10-90,6.3
tampa,11-90,6.8
tampa,12-90,6.6
tampa,01-91,7.6
tampa,02-91,7.8
tampa,03-91,7.4
tampa,04-91,7.6
tampa,05-91,8.1
tampa,06-91,8.4
tampa,07-91,8.3
tampa,08-91,8.3
tampa,09-91,8.5
tampa,10-91,8.4
tampa,11-91,8.5
tampa,12-91,8.4
tampa,01-92,9.7
tampa,02-92,9.5
tampa,03-92,9.2
tampa,04-92,9.0
tampa,05-92,9.4
tampa,06-92,9.8
tampa,07-92,9.5
tampa,08-92,9.4
tampa,09-92,9.2
tampa,10-92,8.8
tampa,11-92,9.0
tampa,12-92,8.5
tampa,01-93,9.3
tampa,02-93,8.8
tampa,03-93,8.1
tampa,04-93,8.2
tampa,05-93,8.3
tampa,06-93,9.0
tampa,07-93,8.7
tampa,08-93,8.3
tampa,09-93,8.3
tampa,10-93,7.7
tampa,11-93,7.4
tampa,12-93,7.0
tampa,01-94,7.9
tampa,02-94,7.2
tampa,03-94,6.8
tampa,04-94,6.6
tampa,05-94,6.4
tampa,06-94,6.5
tampa,07-94,6.3
tampa,08-94,6.3
tampa,09-94,6.1
tampa,10-94,5.7
tampa,11-94,5.7
tampa,12-94,5.1
tampa,01-95,6.3
tampa,02-95,5.4
tampa,03-95,5.2
tampa,04-95,5.5
tampa,05-95,5.3
tampa,06-95,5.4
tampa,07-95,5.6
tampa,08-95,5.5
tampa,09-95,5.5
tampa,10-95,5.3
tampa,11-95,5.4
tampa,12-95,5.0
tampa,01-96,5.9
tampa,02-96,5.4
tampa,03-96,5.0
tampa,04-96,4.9
tampa,05-96,5.1
tampa,06-96,5.0
tampa,07-96,5.1
tampa,08-96,4.7
tampa,09-96,4.8
tampa,10-96,4.6
tampa,11-96,4.9
tampa,12-96,4.4
tampa,01-97,5.1
tampa,02-97,4.7
tampa,03-97,4.5
tampa,04-97,4.4
tampa,05-97,4.4
tampa,06-97,4.7
tampa,07-97,4.5
tampa,08-97,4.4
tampa,09-97,4.4
tampa,10-97,4.0
tampa,11-97,4.0
tampa,12-97,3.9
tampa,01-98,4.4
tampa,02-98,4.0
tampa,03-98,3.9
tampa,04-98,3.6
tampa,05-98,3.6
tampa,06-98,3.8
tampa,07-98,3.9
tampa,08-98,3.7
tampa,09-98,3.7
tampa,10-98,3.3
tampa,11-98,3.3
tampa,12-98,3.0
tampa,01-99,3.7
tampa,02-99,3.5
tampa,03-99,3.3
tampa,04-99,3.4
tampa,05-99,3.3
tampa,06-99,3.5
tampa,07-99,3.7
tampa,08-99,3.6
tampa,09-99,3.6
tampa,10-99,3.4
tampa,11-99,3.4
tampa,12-99,3.2
tampa,01-00,4.4
tampa,02-00,4.0
tampa,03-00,3.8
tampa,04-00,3.7
tampa,05-00,4.0
tampa,06-00,4.4
tampa,07-00,4.5
tampa,08-00,4.4
tampa,09-00,4.2
tampa,10-00,3.9
tampa,11-00,4.1
tampa,12-00,3.8
tampa,01-01,4.6
tampa,02-01,4.4
tampa,03-01,4.4
tampa,04-01,4.6
tampa,05-01,4.5
tampa,06-01,5.2
tampa,07-01,5.2
tampa,08-01,5.5
tampa,09-01,5.4
tampa,10-01,5.8
tampa,11-01,6.1
tampa,12-01,5.9
tampa,01-02,6.4
tampa,02-02,6.0
tampa,03-02,5.9
tampa,04-02,5.9
tampa,05-02,5.8
tampa,06-02,6.4
tampa,07-02,6.3
tampa,08-02,6.3
tampa,09-02,6.0
tampa,10-02,5.8
tampa,11-02,6.1
tampa,12-02,5.7
tampa,01-03,6.2
tampa,02-03,5.7
tampa,03-03,5.5
tampa,04-03,5.4
tampa,05-03,5.4
tampa,06-03,6.2
tampa,07-03,5.8
tampa,08-03,5.8
tampa,09-03,5.6
tampa,10-03,5.2
tampa,11-03,5.2
tampa,12-03,4.7
tampa,01-04,5.3
tampa,02-04,4.8
tampa,03-04,4.7
tampa,04-04,4.4
tampa,05-04,4.5
tampa,06-04,5.0
tampa,07-04,4.9
tampa,08-04,4.8
tampa,09-04,4.4
tampa,10-04,4.1
tampa,11-04,4.2
tampa,12-04,3.9
tampa,01-05,3.6
tampa,02-05,3.3
tampa,03-05,3.0
tampa,04-05,2.9
tampa,05-05,2.9
tampa,06-05,3.3
tampa,07-05,3.2
tampa,08-05,3.1
tampa,09-05,3.0
tampa,10-05,2.7
tampa,11-05,2.7
tampa,12-05,2.3
tampa,01-06,2.7
tampa,02-06,2.5
tampa,03-06,2.2
tampa,04-06,2.2
tampa,05-06,2.3
tampa,06-06,2.8
tampa,07-06,2.9
tampa,08-06,2.8
tampa,09-06,2.7
tampa,10-06,2.5
tampa,11-06,2.7
tampa,12-06,2.5
tampa,01-07,3.0
tampa,02-07,2.8
tampa,03-07,2.7
tampa,04-07,2.8
tampa,05-07,3.0
tampa,06-07,3.6
tampa,07-07,3.9
tampa,08-07,3.9
tampa,09-07,4.0
tampa,10-07,4.0
tampa,11-07,4.1
tampa,12-07,4.2
tampa,01-08,4.7
tampa,02-08,4.6
tampa,03-08,4.7
tampa,04-08,4.8
tampa,05-08,5.5
tampa,06-08,6.1
tampa,07-08,6.7
tampa,08-08,6.9
tampa,09-08,7.0
tampa,10-08,7.1
tampa,11-08,7.4
tampa,12-08,7.7
tampa,01-09,8.6
tampa,02-09,8.7
tampa,03-09,8.8
tampa,04-09,8.9
tampa,05-09,9.7
tampa,06-09,10.4
tampa,07-09,10.7
tampa,08-09,10.7
tampa,09-09,10.9
tampa,10-09,11.2
tampa,11-09,11.2
tampa,12-09,11.2
tampa,01-10,11.0
tampa,02-10,10.6
tampa,03-10,10.3
tampa,04-10,10.3
tampa,05-10,10.4
tampa,06-10,10.8
tampa,07-10,11.1
tampa,08-10,10.9
tampa,09-10,10.5
tampa,10-10,10.2
tampa,11-10,10.7
tampa,12-10,10.0
tampa,01-11,10.3
tampa,02-11,9.9
tampa,03-11,9.7
tampa,04-11,9.5
tampa,05-11,9.7
tampa,06-11,10.3
tampa,07-11,10.3
tampa,08-11,10.0
tampa,09-11,9.7
tampa,10-11,9.4
tampa,11-11,9.3
tampa,12-11,9.0
tampa,01-12,9.3
tampa,02-12,9.0
tampa,03-12,8.7
tampa,04-12,8.3
tampa,05-12,8.5
tampa,06-12,8.9
tampa,07-12,9.0
tampa,08-12,8.5
tampa,09-12,8.0
tampa,10-12,7.8
tampa,11-12,7.7
tampa,12-12,7.6
tampa,01-13,8.2
tampa,02-13,7.6
tampa,03-13,7.3
tampa,04-13,7.0
tampa,05-13,7.1
tampa,06-13,7.6
tampa,07-13,7.5
tampa,08-13,7.3
tampa,09-13,6.9
tampa,10-13,6.8
tampa,11-13,6.5
tampa,12-13,6.3
tampa,01-14,6.6
tampa,02-14,6.3
tampa,03-14,6.3
tampa,04-14,5.7
tampa,05-14,6.0
tampa,06-14,6.3
tampa,07-14,6.5
tampa,08-14,6.3
tampa,09-14,5.8
tampa,10-14,5.7
tampa,11-14,5.8
tampa,12-14,5.4
tampa,01-15,6.2
tampa,02-15,5.5
tampa,03-15,5.3
tampa,04-15,5.3
tampa,05-15,5.6
tampa,06-15,5.8
tampa,07-15,5.7
tampa,08-15,5.3
tampa,09-15,5.1
tampa,10-15,5.1
tampa,11-15,5.1
tampa,12-15,4.8
tampa,01-16,5.0
tampa,02-16,4.6
tampa,03-16,4.6
tampa,04-16,4.4
tampa,05-16,4.4
tampa,06-16,5.0
tampa,07-16,5.0
tampa,08-16,5.0
tampa,09-16,4.9
tampa,10-16,4.7
tampa,11-16,4.6
tampa,12-16,4.5
tampa,01-17,4.8
tampa,02-17,4.3
tampa,03-17,4.1
tampa,04-17,4.0
tampa,05-17,4.0
tampa,06-17,4.4
tampa,07-17,4.4
tampa,08-17,4.3
tampa,09-17,4.0
tampa,10-17,3.9
tampa,11-17,4.0
tampa,12-17,3.8
tampa,01-18,4.1
tampa,02-18,3.8
tampa,03-18,3.8
tampa,04-18,3.5
tampa,05-18,3.5
tampa,06-18,4.1
tampa,07-18,4.0
tampa,08-18,3.8
tampa,09-18,3.4
tampa,10-18,3.6
tampa,11-18,3.4
tampa,12-18,3.4
tampa,01-19,4.0
tampa,02-19,3.4
tampa,03-19,3.4
tampa,04-19,3.0
tampa,05-19,3.2
tampa,06-19,3.6
tampa,07-19,3.8
tampa,08-19,3.7
tampa,09-19,3.2
tampa,10-19,3.2
tampa,11-19,3.0
tampa,12-19,2.7
tampa,01-20,3.1
tampa,02-20,2.7
tampa,03-20,5.7
