cleveland,01-90,8.8
cleveland,02-90,10.4
cleveland,03-90,9.9
cleveland,04-90,9.1
cleveland,05-90,9.4
cleveland,06-90,10.3
cleveland,07-90,10.3
cleveland,08-90,9.1
cleveland,09-90,10.3
cleveland,10-90,10.2
cleveland,11-90,8.8
cleveland,12-90,9.9
cleveland,01-91,10.6
cleveland,02-91,12.3
cleveland,03-91,12.1
cleveland,04-91,11.3
cleveland,05-91,11.6
cleveland,06-91,12.3
cleveland,07-91,12.5
cleveland,08-91,11.6
cleveland,09-91,10.9
cleveland,10-91,10.3
cleveland,11-91,10.8
cleveland,12-91,11.4
cleveland,01-92,13.1
cleveland,02-92,14.3
cleveland,03-92,13.7
cleveland,04-92,13.3
cleveland,05-92,14.0
cleveland,06-92,15.2
cleveland,07-92,14.6
cleveland,08-92,13.1
cleveland,09-92,13.8
cleveland,10-92,11.8
cleveland,11-92,13.1
cleveland,12-92,13.3
cleveland,01-93,14.7
cleveland,02-93,15.4
cleveland,03-93,13.6
cleveland,04-93,12.5
cleveland,05-93,12.6
cleveland,06-93,13.1
cleveland,07-93,11.8
cleveland,08-93,10.8
cleveland,09-93,11.1
cleveland,10-93,10.7
cleveland,11-93,10.4
cleveland,12-93,10.3
cleveland,01-94,12.9
cleveland,02-94,13.6
cleveland,03-94,13.0
cleveland,04-94,12.3
cleveland,05-94,12.1
cleveland,06-94,12.4
cleveland,07-94,11.0
cleveland,08-94,10.2
cleveland,09-94,9.9
cleveland,10-94,8.7
cleveland,11-94,7.6
cleveland,12-94,7.4
cleveland,01-95,8.4
cleveland,02-95,9.8
cleveland,03-95,8.8
cleveland,04-95,9.3
cleveland,05-95,9.4
cleveland,06-95,10.0
cleveland,07-95,8.9
cleveland,08-95,7.6
cleveland,09-95,8.5
cleveland,10-95,7.0
cleveland,11-95,7.6
cleveland,12-95,7.8
cleveland,01-96,8.3
cleveland,02-96,9.3
cleveland,03-96,8.2
cleveland,04-96,7.3
cleveland,05-96,7.9
cleveland,06-96,8.1
cleveland,07-96,7.7
cleveland,08-96,6.8
cleveland,09-96,6.6
cleveland,10-96,6.1
cleveland,11-96,6.3
cleveland,12-96,6.4
cleveland,01-97,8.2
cleveland,02-97,8.4
cleveland,03-97,7.7
cleveland,04-97,7.0
cleveland,05-97,7.6
cleveland,06-97,8.3
cleveland,07-97,7.5
cleveland,08-97,7.3
cleveland,09-97,7.2
cleveland,10-97,6.3
cleveland,11-97,5.8
cleveland,12-97,6.1
cleveland,01-98,7.3
cleveland,02-98,7.6
cleveland,03-98,6.6
cleveland,04-98,5.0
cleveland,05-98,5.3
cleveland,06-98,5.9
cleveland,07-98,4.9
cleveland,08-98,3.5
cleveland,09-98,4.5
cleveland,10-98,4.0
cleveland,11-98,4.1
cleveland,12-98,4.5
cleveland,01-99,5.7
cleveland,02-99,6.8
cleveland,03-99,5.7
cleveland,04-99,6.0
cleveland,05-99,5.9
cleveland,06-99,7.4
cleveland,07-99,7.1
cleveland,08-99,6.1
cleveland,09-99,5.6
cleveland,10-99,5.2
cleveland,11-99,5.1
cleveland,12-99,5.0
cleveland,01-00,5.7
cleveland,02-00,7.1
cleveland,03-00,6.6
cleveland,04-00,5.5
cleveland,05-00,5.7
cleveland,06-00,6.5
cleveland,07-00,6.1
cleveland,08-00,5.1
cleveland,09-00,4.9
cleveland,10-00,4.1
cleveland,11-00,4.3
cleveland,12-00,4.3
cleveland,01-01,5.9
cleveland,02-01,6.9
cleveland,03-01,6.5
cleveland,04-01,5.9
cleveland,05-01,6.0
cleveland,06-01,7.3
cleveland,07-01,7.1
cleveland,08-01,6.7
cleveland,09-01,6.8
cleveland,10-01,6.4
cleveland,11-01,6.9
cleveland,12-01,7.4
cleveland,01-02,9.1
cleveland,02-02,9.8
cleveland,03-02,9.2
cleveland,04-02,8.7
cleveland,05-02,9.2
cleveland,06-02,10.0
cleveland,07-02,9.7
cleveland,08-02,8.9
cleveland,09-02,8.7
cleveland,10-02,8.3
cleveland,11-02,8.4
cleveland,12-02,8.8
cleveland,01-03,7.6
cleveland,02-03,8.0
cleveland,03-03,7.5
cleveland,04-03,7.3
cleveland,05-03,7.9
cleveland,06-03,8.5
cleveland,07-03,7.6
cleveland,08-03,7.0
cleveland,09-03,6.8
cleveland,10-03,6.5
cleveland,11-03,6.6
cleveland,12-03,6.5
cleveland,01-04,7.7
cleveland,02-04,8.0
cleveland,03-04,7.9
cleveland,04-04,7.3
cleveland,05-04,7.2
cleveland,06-04,7.7
cleveland,07-04,7.6
cleveland,08-04,6.9
cleveland,09-04,6.9
cleveland,10-04,6.7
cleveland,11-04,6.8
cleveland,12-04,6.7
cleveland,01-05,7.5
cleveland,02-05,8.3
cleveland,03-05,7.3
cleveland,04-05,7.2
cleveland,05-05,7.3
cleveland,06-05,7.6
cleveland,07-05,7.1
cleveland,08-05,6.5
cleveland,09-05,6.7
cleveland,10-05,6.3
cleveland,11-05,6.4
cleveland,12-05,6.1
cleveland,01-06,6.7
cleveland,02-06,7.1
cleveland,03-06,6.4
cleveland,04-06,6.4
cleveland,05-06,6.2
cleveland,06-06,7.0
cleveland,07-06,7.1
cleveland,08-06,6.6
cleveland,09-06,6.4
cleveland,10-06,5.9
cleveland,11-06,6.5
cleveland,12-06,6.6
cleveland,01-07,7.7
cleveland,02-07,7.7
cleveland,03-07,7.2
cleveland,04-07,7.2
cleveland,05-07,7.6
cleveland,06-07,8.2
cleveland,07-07,8.1
cleveland,08-07,7.5
cleveland,09-07,7.7
cleveland,10-07,7.1
cleveland,11-07,7.1
