DATE,CUURA421SAM
2014-02-01,424.179
2014-03-01,417.597
2014-04-01,410.183
2014-05-01,413.226
2014-06-01,416.227
2014-07-01,416.631
2014-08-01,416.627
2014-09-01,417.119
2014-10-01,415.879
2014-11-01,421.072
2014-12-01,424.437
2015-01-01,424.232
2015-02-01,418.580
2015-03-01,421.601
2015-04-01,422.773
2015-05-01,421.132
2015-06-01,422.304
2015-07-01,424.680
2015-08-01,424.885
2015-09-01,426.277
2015-10-01,433.038
2015-11-01,443.047
2015-12-01,443.162
2016-01-01,445.247
2016-02-01,457.056
2016-03-01,449.147
2016-04-01,448.437
2016-05-01,459.277
2016-06-01,464.415
2016-07-01,464.498
2016-08-01,467.393
2016-09-01,466.430
2016-10-01,466.477
2016-11-01,463.349
2016-12-01,465.171
2017-01-01,465.997
2017-02-01,465.127
2017-03-01,465.952
2017-04-01,467.445
2017-05-01,469.064
2017-06-01,469.507
2017-07-01,474.778
2017-08-01,474.509
2017-09-01,476.051
2017-10-01,476.461
2017-11-01,476.833
2017-12-01,475.129
