Series ID,Year,Period,Label,Value
CUURS35CSAM,2015,M02,2015 Feb,409.031
CUURS35CSAM,2015,M04,2015 Apr,408.742
CUURS35CSAM,2015,M06,2015 Jun,410.556
CUURS35CSAM,2015,M08,2015 Aug,411.374
CUURS35CSAM,2015,M10,2015 Oct,413.619
CUURS35CSAM,2015,M12,2015 Dec,414.446
CUURS35CSAM,2016,M02,2016 Feb,425.095
CUURS35CSAM,2016,M04,2016 Apr,433.278
CUURS35CSAM,2016,M06,2016 Jun,432.408
CUURS35CSAM,2016,M08,2016 Aug,449.638
CUURS35CSAM,2016,M10,2016 Oct,443.470
CUURS35CSAM,2016,M12,2016 Dec,441.391
CUURS35CSAM,2017,M02,2017 Feb,456.506
CUURS35CSAM,2017,M04,2017 Apr,454.421
CUURS35CSAM,2017,M06,2017 Jun,456.860
CUURS35CSAM,2017,M08,2017 Aug,455.689
CUURS35CSAM,2017,M10,2017 Oct,452.853
CUURS35CSAM,2017,M12,2017 Dec,451.326
CUURS35CSAM,2018,M02,2018 Feb,455.512
CUURS35CSAM,2018,M04,2018 Apr,459.879
CUURS35CSAM,2018,M06,2018 Jun,460.274
CUURS35CSAM,2018,M08,2018 Aug,434.789
CUURS35CSAM,2018,M10,2018 Oct,437.850
CUURS35CSAM,2018,M12,2018 Dec,438.922
CUURS35CSAM,2019,M02,2019 Feb,443.474
CUURS35CSAM,2019,M04,2019 Apr,447.257
CUURS35CSAM,2019,M06,2019 Jun,445.967
CUURS35CSAM,2019,M08,2019 Aug,471.005
CUURS35CSAM,2019,M10,2019 Oct,479.767
CUURS35CSAM,2019,M12,2019 Dec,489.771
CUURS35CSAM,2020,M02,2020 Feb,483.091
CUURS35CSAM,2020,M04,2020 Apr,489.521
CUURS35CSAM,2020,M06,2020 Jun,488.577
CUURS35CSAM,2020,M08,2020 Aug,498.237
CUURS35CSAM,2020,M10,2020 Oct,486.121
CUURS35CSAM,2020,M12,2020 Dec,484.903
CUURS35CSAM,2021,M02,2021 Feb,489.980
CUURS35CSAM,2021,M04,2021 Apr,488.349
CUURS35CSAM,2021,M06,2021 Jun,490.169
CUURS35CSAM,2021,M08,2021 Aug,495.323
CUURS35CSAM,2021,M10,2021 Oct,497.957
CUURS35CSAM,2021,M12,2021 Dec,500.232
