DATE,ATLA013EDUH
2007-03-01,241.36026882110198
2007-04-01,242.310554167589
2007-05-01,241.900111961416
2007-06-01,243.662097806008
2007-07-01,244.654085374827
2007-08-01,245.713136636357
2007-09-01,247.046748281303
2007-10-01,247.416493385314
2007-11-01,248.031079314897
2007-12-01,248.648981269967
2008-01-01,248.58686280457403
2008-02-01,249.92290748914903
2008-03-01,250.463065074458
2008-04-01,250.957892196171
2008-05-01,251.66710400954602
2008-06-01,251.59756030464501
2008-07-01,252.5653309069
2008-08-01,253.704676350125
2008-09-01,254.098490327692
2008-10-01,253.554233586697
2008-11-01,254.294150527421
2008-12-01,255.258091597565
2009-01-01,256.513956368078
2009-02-01,255.854677720033
2009-03-01,255.334023527272
2009-04-01,255.53964366787898
2009-05-01,256.177305823818
2009-06-01,256.298520389209
2009-07-01,255.683672573396
2009-08-01,255.69957787669702
2009-09-01,255.294050410985
2009-10-01,256.945811569179
2009-11-01,257.898195717023
2009-12-01,258.216029718816
2010-01-01,259.020338606663
2010-02-01,259.75873030170504
2010-03-01,261.146072008273
2010-04-01,261.236038616833
2010-05-01,262.189079069254
2010-06-01,263.459872390485
2010-07-01,265.996773422535
2010-08-01,265.57004921418996
2010-09-01,265.78757766690103
2010-10-01,267.335879188194
2010-11-01,267.552622192259
2010-12-01,267.728364858337
2011-01-01,266.211072132532
2011-02-01,268.52391271
2011-03-01,269.584980744388
2011-04-01,273.72064121686196
2011-05-01,272.905927241107
2011-06-01,273.142232453648
2011-07-01,274.90922934070704
2011-08-01,275.023145954214
2011-09-01,276.74388403119
2011-10-01,277.91138493679796
2011-11-01,278.284082772182
2011-12-01,279.459858751358
2012-01-01,280.82933893245496
2012-02-01,282.146560400388
2012-03-01,283.452926264174
2012-04-01,284.67828804714696
2012-05-01,284.90180905329896
2012-06-01,285.764139615424
2012-07-01,286.23135183089
2012-08-01,287.74083127802
2012-09-01,288.674892323746
2012-10-01,289.248148561475
2012-11-01,289.613638802506
2012-12-01,290.225554542187
2013-01-01,292.714196828853
2013-02-01,293.895557698847
2013-03-01,294.592632548942
2013-04-01,296.04585277782
2013-05-01,296.42018289611303
2013-06-01,297.447323274079
2013-07-01,297.60771995011004
2013-08-01,298.90039806909
2013-09-01,299.971898583952
2013-10-01,300.624918300944
2013-11-01,302.91576878695497
2013-12-01,303.336593713662
2014-01-01,303.330823383852
2014-02-01,302.719527965108
2014-03-01,305.530201401582
2014-04-01,306.55035235978
2014-05-01,307.896925546004
2014-06-01,308.91129110924703
2014-07-01,309.99393321996797
2014-08-01,312.383363266794
2014-09-01,312.85060522701997
2014-10-01,311.997724612163
2014-11-01,313.234116895008
2014-12-01,314.899274539168
2015-01-01,316.283007932513
2015-02-01,316.717955636833
2015-03-01,317.264992500606
2015-04-01,317.842300635921
2015-05-01,319.424382965915
2015-06-01,321.27293706445704
2015-07-01,321.93802817722803
2015-08-01,322.776166081325
2015-09-01,324.067995766838
2015-10-01,327.40555900929
2015-11-01,328.536469604813
2015-12-01,329.630796824945
2016-01-01,330.78017584435
2016-02-01,332.548470465901
2016-03-01,332.83492179777403
2016-04-01,334.975930979594
2016-05-01,335.60038850359797
2016-06-01,336.04306336800596
2016-07-01,337.800658762839
2016-08-01,338.444139193918
2016-09-01,339.777727901244
2016-10-01,340.749195743187
2016-11-01,341.002328945732
2016-12-01,341.169302777017
2017-01-01,339.257783699615
2017-02-01,340.681384486487
2017-03-01,342.642585349162
2017-04-01,343.162478626445
2017-05-01,343.95601208201697
2017-06-01,345.104194762734
2017-07-01,345.56391345449305
2017-08-01,346.209063668888
2017-09-01,347.226953994834
2017-10-01,347.15537244050904
2017-11-01,348.204250735176
2017-12-01,348.655234056196
2018-01-01,349.712295769077
2018-02-01,350.88687711825304
2018-03-01,352.470207516789
2018-04-01,353.38456965498494
2018-05-01,354.448732333436
2018-06-01,355.63988442151606
2018-07-01,358.386546829507
2018-08-01,360.403327290259
2018-09-01,360.156160705272
2018-10-01,360.334927144995
2018-11-01,361.28281883677596
2018-12-01,361.475786293558
2019-01-01,365.600863398581
2019-02-01,367.307952447175
2019-03-01,367.822784748482
2019-04-01,367.20939935905403
2019-05-01,367.91738566290496
2019-06-01,368.667085742627
2019-07-01,367.31954305844397
2019-08-01,368.82648587736503
2019-09-01,370.129221798548
2019-10-01,371.744288033883
2019-11-01,372.25261563910897
2019-12-01,373.156999849736
2020-01-01,374.12134833326303
2020-02-01,374.838626843631
2020-03-01,374.223787450553
2020-04-01,327.868393468312
2020-05-01,340.237846667248
2020-06-01,348.64796084627403
2020-07-01,347.99529752708196
2020-08-01,350.608012981182
2020-09-01,352.934247188256
2020-10-01,355.51913321284104
2020-11-01,356.79735691740996
2020-12-01,359.642834720596
2021-01-01,359.334166284084
2021-02-01,360.95853098285204
2021-03-01,362.883653641288
2021-04-01,364.976000238834
2021-05-01,365.354760976036
2021-06-01,368.60198376878196
2021-07-01,374.389581378719
2021-08-01,373.28735153199204
2021-09-01,371.59689633913104
2021-10-01,375.234427397445
2021-11-01,379.33470814766997
2021-12-01,379.117533281276
2022-01-01,381.417585143312
2022-02-01,382.912798050787
2022-03-01,385.501904122885
2022-04-01,386.787780500883
