DATE,MIAM112EDUH
2008-08-01,326.456784224052
2008-09-01,326.210918255698
2008-10-01,326.634661995323
2008-11-01,327.11535778734003
2008-12-01,327.384337537855
2009-01-01,327.353770165959
2009-02-01,326.74777216523603
2009-03-01,327.467371711079
2009-04-01,328.321082026467
2009-05-01,329.556911336118
2009-06-01,330.246074188055
2009-07-01,331.60344559374903
2009-08-01,331.821605774348
2009-09-01,332.53701329765704
2009-10-01,334.780361539387
2009-11-01,334.841370664485
2009-12-01,334.464064030211
2010-01-01,334.386760183363
2010-02-01,334.115493751045
2010-03-01,334.091417346034
2010-04-01,334.139265904294
2010-05-01,334.93655953268905
2010-06-01,335.629575405244
2010-07-01,337.290652227911
2010-08-01,335.879675384338
2010-09-01,335.649046830451
2010-10-01,337.28338702104
2010-11-01,337.757526199442
2010-12-01,338.236584358808
2011-01-01,340.311284144981
2011-02-01,340.51053629169604
2011-03-01,340.49084050191004
2011-04-01,342.634153438024
2011-05-01,341.580626387861
2011-06-01,341.054771729281
2011-07-01,340.704535093488
2011-08-01,339.583044766699
2011-09-01,341.068399450522
2011-10-01,341.102755546789
2011-11-01,341.270145045056
2011-12-01,341.411222537167
2012-01-01,340.816957840527
2012-02-01,341.26564667486804
2012-03-01,342.610350136004
2012-04-01,341.321527539131
2012-05-01,340.978297250228
2012-06-01,341.080935240658
2012-07-01,340.79953930078
2012-08-01,341.82969861079897
2012-09-01,342.45470842013304
2012-10-01,342.623952688231
2012-11-01,342.831134367214
2012-12-01,342.42386297445
2013-01-01,343.436549414365
2013-02-01,344.399052427131
2013-03-01,345.309369775878
2013-04-01,345.808951614404
2013-05-01,345.997474357642
2013-06-01,346.760674686846
2013-07-01,346.23402045948995
2013-08-01,347.365060215096
2013-09-01,347.348525158602
2013-10-01,347.486855877547
2013-11-01,348.688725297265
2013-12-01,349.626188659506
2014-01-01,350.455753068025
2014-02-01,351.296084963237
2014-03-01,351.77728539345804
2014-04-01,352.992828003682
2014-05-01,353.55502876349703
2014-06-01,354.860638877895
2014-07-01,356.074844109311
2014-08-01,358.29625352406896
2014-09-01,359.446037739606
2014-10-01,359.79937958813
2014-11-01,360.245137662481
2014-12-01,361.40272181865
2015-01-01,362.00342061842105
2015-02-01,362.55862946511803
2015-03-01,363.589561811603
2015-04-01,364.013576552563
2015-05-01,366.22018192536905
2015-06-01,367.468955030198
2015-07-01,368.568078398319
2015-08-01,368.194680383812
2015-09-01,370.07574048931605
2015-10-01,372.266279040838
2015-11-01,373.571411650294
2015-12-01,373.883854731165
2016-01-01,375.646653086714
2016-02-01,375.717493351905
2016-03-01,376.28338662087197
2016-04-01,379.021272550429
2016-05-01,379.432130925452
2016-06-01,380.360685931387
2016-07-01,383.330649586569
2016-08-01,382.88638026308604
2016-09-01,385.30545794633
2016-10-01,384.97636290732004
2016-11-01,385.553167526288
2016-12-01,387.587208396322
2017-01-01,388.259179264076
2017-02-01,389.47294508381
2017-03-01,390.69201366577005
2017-04-01,391.174132828211
2017-05-01,393.34609738149004
2017-06-01,394.358231458788
2017-07-01,394.328639477979
2017-08-01,394.42496510548204
2017-09-01,389.178742530148
2017-10-01,394.95521002030097
2017-11-01,395.518444084311
2017-12-01,396.76580176089897
2018-01-01,396.100614963074
2018-02-01,397.33274976733594
2018-03-01,398.369798099828
2018-04-01,397.611050805569
2018-05-01,397.917310494441
2018-06-01,399.116941241254
2018-07-01,400.839085787656
2018-08-01,402.864854186916
2018-09-01,403.878703651978
2018-10-01,403.925576074003
2018-11-01,404.47079562152396
2018-12-01,405.07737369564796
2019-01-01,406.813470081604
2019-02-01,407.91479193594
2019-03-01,408.28637341933097
2019-04-01,409.89221326504503
2019-05-01,410.19596789996
2019-06-01,410.22707124946703
2019-07-01,411.793716784223
2019-08-01,412.817236172864
2019-09-01,412.666490783043
2019-10-01,415.067809526982
2019-11-01,416.218213612694
2019-12-01,416.68487705330597
2020-01-01,418.397736132185
2020-02-01,419.886028824367
2020-03-01,417.28520400056
2020-04-01,369.850698915281
2020-05-01,382.790841942495
2020-06-01,393.43716307268204
2020-07-01,391.36938882026396
2020-08-01,390.602189187333
2020-09-01,394.17079004662804
2020-10-01,398.11630072647796
2020-11-01,398.46556979711306
2020-12-01,399.26929802872496
2021-01-01,399.888843993222
2021-02-01,400.887861174545
2021-03-01,402.679774998834
2021-04-01,404.916433017621
2021-05-01,405.360365484004
2021-06-01,407.30504596646796
2021-07-01,412.148170215907
2021-08-01,409.80189375036497
2021-09-01,408.527131380728
2021-10-01,411.32612915119796
2021-11-01,411.794109460987
2021-12-01,412.261962684235
2022-01-01,411.41751851273
2022-02-01,414.578836424104
2022-03-01,415.850032414484
2022-04-01,410.526656359656
