DATE,CHIC917EDUH
2006-04-01,566.7383474522251
2006-05-01,567.784957369925
2006-06-01,569.944406903872
2006-07-01,570.8316525245559
2006-08-01,573.9266204222309
2006-09-01,576.317181210309
2006-10-01,572.3835906388131
2006-11-01,575.233836961396
2006-12-01,576.819145443447
2007-01-01,578.6148506782611
2007-02-01,580.565993458574
2007-03-01,582.083703083443
2007-04-01,583.4739416178639
2007-05-01,585.892646662
2007-06-01,587.15597571745
2007-07-01,588.126742705114
2007-08-01,589.059965866357
2007-09-01,590.381634710138
2007-10-01,592.340564137332
2007-11-01,593.617321931559
2007-12-01,594.637459959118
2008-01-01,596.100709850161
2008-02-01,597.515182631597
2008-03-01,597.560786752063
2008-04-01,601.498292409358
2008-05-01,601.665859175661
2008-06-01,603.410564616857
2008-07-01,607.0901362069529
2008-08-01,609.5467181381459
2008-09-01,609.2539217951439
2008-10-01,610.6372917350969
2008-11-01,613.011316163398
2008-12-01,613.658360180907
2009-01-01,614.194657933368
2009-02-01,614.723349050156
2009-03-01,615.593251933342
2009-04-01,615.789724062108
2009-05-01,616.4678295657981
2009-06-01,617.178784418063
2009-07-01,620.41529433093
2009-08-01,619.350741336592
2009-09-01,618.701795485429
2009-10-01,621.6689387502701
2009-11-01,622.292244622385
2009-12-01,623.164836780029
2010-01-01,625.0097780314
2010-02-01,625.809722195634
2010-03-01,627.300682457667
2010-04-01,629.409845453536
2010-05-01,631.963496762188
2010-06-01,632.496738086081
2010-07-01,633.42469743929
2010-08-01,633.53217195606
2010-09-01,633.4385384400599
2010-10-01,637.720556075719
2010-11-01,639.926611393608
2010-12-01,641.226717483816
2011-01-01,643.1562239159
2011-02-01,643.487010729268
2011-03-01,645.453299666828
2011-04-01,645.195855275184
2011-05-01,645.842783021192
2011-06-01,647.245242648782
2011-07-01,647.799454304652
2011-08-01,649.337893016278
2011-09-01,652.047751518214
2011-10-01,653.456066501433
2011-11-01,654.0433970453221
2011-12-01,657.044399073368
2012-01-01,656.590159879086
2012-02-01,657.917146960221
2012-03-01,657.665972233206
2012-04-01,659.544956652921
2012-05-01,659.6391738459649
2012-06-01,662.61232229724
2012-07-01,662.2423707281121
2012-08-01,663.617730244168
2012-09-01,665.742283177901
2012-10-01,665.233855120084
2012-11-01,666.396543394124
2012-12-01,667.430271434035
2013-01-01,668.606748286687
2013-02-01,671.647303760942
2013-03-01,672.330260392583
2013-04-01,669.732177548649
2013-05-01,670.674315780627
2013-06-01,671.2191818296631
2013-07-01,669.0648394184719
2013-08-01,673.2106647357141
2013-09-01,674.848991866319
2013-10-01,674.763147965661
2013-11-01,676.865073885728
2013-12-01,677.87650417125
2014-01-01,678.543349763784
2014-02-01,679.924817662912
2014-03-01,680.858082649616
2014-04-01,683.512386588239
2014-05-01,684.313592886698
2014-06-01,684.662544241371
2014-07-01,685.267454134974
2014-08-01,688.717736441165
2014-09-01,686.946079171788
2014-10-01,688.279506874072
2014-11-01,689.312565652098
2014-12-01,692.29288234174
2015-01-01,691.411108387825
2015-02-01,690.744075319125
2015-03-01,693.849804998898
2015-04-01,697.109416611659
2015-05-01,699.397035560135
2015-06-01,700.457402302912
2015-07-01,702.393009191695
2015-08-01,702.6120617625239
2015-09-01,702.123945683431
2015-10-01,705.1084706047039
2015-11-01,704.8814766228039
2015-12-01,705.975301719649
2016-01-01,707.683299960713
2016-02-01,707.436503442422
2016-03-01,707.354475514241
2016-04-01,710.7460260575031
2016-05-01,712.617189487984
2016-06-01,713.208360601752
2016-07-01,716.4467343131461
2016-08-01,716.080864065798
2016-09-01,715.738455895981
2016-10-01,715.7124728444791
2016-11-01,715.719319526655
2016-12-01,715.96152287956
2017-01-01,717.838381345972
2017-02-01,719.020871126374
2017-03-01,720.223824195215
2017-04-01,719.8868825139959
2017-05-01,720.4404568144259
2017-06-01,720.575973807698
2017-07-01,720.2669735276289
2017-08-01,721.38782429194
2017-09-01,721.8991099587511
2017-10-01,723.7799827754179
2017-11-01,724.8058045705881
2017-12-01,724.847059791069
2018-01-01,724.742830064976
2018-02-01,726.785254079767
2018-03-01,728.090926122614
2018-04-01,727.311181578141
2018-05-01,727.464970557408
2018-06-01,729.629034285105
2018-07-01,728.799114849792
2018-08-01,729.481186705571
2018-09-01,730.890361294277
2018-10-01,728.998566480515
2018-11-01,730.534463972865
2018-12-01,730.390468520537
2019-01-01,731.875572398219
2019-02-01,729.542880995034
2019-03-01,731.396492899744
2019-04-01,733.3630137417931
2019-05-01,734.23438122629
2019-06-01,734.4653919320419
2019-07-01,736.45230379121
2019-08-01,738.2828230289681
2019-09-01,737.7268363144659
2019-10-01,737.476204596717
2019-11-01,739.303725929308
2019-12-01,740.518432157148
2020-01-01,744.581862992657
2020-02-01,743.7320651990519
2020-03-01,739.158431527551
2020-04-01,662.1666203638671
2020-05-01,665.36618379317
2020-06-01,679.66204251629
2020-07-01,686.371301694358
2020-08-01,694.77780240086
2020-09-01,698.739182981593
2020-10-01,703.9266934967881
2020-11-01,704.128082809349
2020-12-01,707.626669920267
2021-01-01,707.220572946475
2021-02-01,708.20017201416
2021-03-01,710.716611197541
2021-04-01,712.892629707384
2021-05-01,710.874088522217
2021-06-01,714.4103551863741
2021-07-01,714.059881856319
2021-08-01,713.5788026398551
2021-09-01,713.7193659237751
2021-10-01,715.6392825324409
2021-11-01,718.605836225278
2021-12-01,715.174436973318
2022-01-01,715.2794275960459
2022-02-01,721.029690147772
2022-03-01,722.183701034529
2022-04-01,724.198187127303
