DATE,SMU36935616500000001SA
2006-05-01,710.545084143264
2006-06-01,710.7169030162579
2006-07-01,710.716058038416
2006-08-01,709.2243373253101
2006-09-01,714.812912890137
2006-10-01,717.388877393177
2006-11-01,718.200329886963
2006-12-01,719.698269448163
2007-01-01,717.2464999306881
2007-02-01,717.4698117800971
2007-03-01,719.028659404167
2007-04-01,717.8383760247881
2007-05-01,718.393389712937
2007-06-01,719.767177458893
2007-07-01,720.801421036059
2007-08-01,720.3045164234711
2007-09-01,724.0553887019361
2007-10-01,728.807859352762
2007-11-01,727.5523827674789
2007-12-01,728.18766631839
2008-01-01,728.954034277939
2008-02-01,731.225980671525
2008-03-01,731.99363542398
2008-04-01,732.540047472477
2008-05-01,732.7870324632381
2008-06-01,737.077929543843
2008-07-01,735.458985117038
2008-08-01,737.344984792628
2008-09-01,739.9177864946299
2008-10-01,740.536602639467
2008-11-01,742.753294947146
2008-12-01,745.7722182297861
2009-01-01,747.509051538934
2009-02-01,748.3350649720039
2009-03-01,746.495836573114
2009-04-01,746.583480501149
2009-05-01,748.4004805659081
2009-06-01,752.675479804115
2009-07-01,753.340013831483
2009-08-01,754.472447631693
2009-09-01,755.407414723492
2009-10-01,757.871071315417
2009-11-01,758.6564105168229
2009-12-01,762.2098084290669
2010-01-01,764.1872366191949
2010-02-01,764.6183145054911
2010-03-01,767.364507855596
2010-04-01,768.404803603613
2010-05-01,768.789453507146
2010-06-01,771.101801828383
2010-07-01,770.954184417556
2010-08-01,773.3029629518829
2010-09-01,774.831254948042
2010-10-01,776.40099412597
2010-11-01,779.814740295021
2010-12-01,780.148308393427
2011-01-01,781.217695672416
2011-02-01,783.51113803239
2011-03-01,784.1613504633569
2011-04-01,788.7225559101961
2011-05-01,790.406184866034
2011-06-01,786.734045840173
2011-07-01,789.217735798096
2011-08-01,791.016155205326
2011-09-01,796.844826227569
2011-10-01,791.790114888722
2011-11-01,792.037451551682
2011-12-01,794.265100067728
2012-01-01,796.0285051281911
2012-02-01,798.051396047493
2012-03-01,801.618847568683
2012-04-01,801.970183509829
2012-05-01,809.0655109908059
2012-06-01,807.490847028017
2012-07-01,806.2097799765061
2012-08-01,807.9672421180859
2012-09-01,816.966534911628
2012-10-01,809.855256199682
2012-11-01,803.8940035410201
2012-12-01,811.096530201541
2013-01-01,817.299526113418
2013-02-01,819.8337406901489
2013-03-01,822.1845686005549
2013-04-01,826.564574205141
2013-05-01,827.8742336153281
2013-06-01,826.064629711998
2013-07-01,832.1350545045931
2013-08-01,831.758037276514
2013-09-01,837.7957639749319
2013-10-01,843.778484459962
2013-11-01,845.379889790391
2013-12-01,847.059368082603
2014-01-01,847.8012669167031
2014-02-01,850.11296317123
2014-03-01,854.278520811655
2014-04-01,858.560305321789
2014-05-01,862.800010881096
2014-06-01,865.9998735958239
2014-07-01,869.95078030273
2014-08-01,875.2694784287461
2014-09-01,876.4705792399159
2014-10-01,878.606611256982
2014-11-01,882.6746129047959
2014-12-01,884.4340824713851
2015-01-01,885.336220634897
2015-02-01,887.515107599762
2015-03-01,889.1591372405361
