DATE,SMU25716546500000001SA
2006-05-01,324.729389758074
2006-06-01,328.020889916216
2006-07-01,326.40118407263003
2006-08-01,327.215805344212
2006-09-01,328.64578164147997
2006-10-01,328.445625657725
2006-11-01,328.97846922643504
2006-12-01,329.928470177976
2007-01-01,334.21515457841
2007-02-01,333.52862180159
2007-03-01,333.136236267377
2007-04-01,336.901984937233
2007-05-01,337.96540333417704
2007-06-01,338.6859421597
2007-07-01,339.399956597547
2007-08-01,340.119575547444
2007-09-01,338.607688261273
2007-10-01,341.246200782904
2007-11-01,341.696216986304
2007-12-01,342.662641536912
2008-01-01,342.77292430196997
2008-02-01,343.66299698850503
2008-03-01,344.442342237114
2008-04-01,346.320808401178
2008-05-01,346.95592657076304
2008-06-01,348.51089587271895
2008-07-01,348.946542643556
2008-08-01,349.43999380015
2008-09-01,347.670629674686
2008-10-01,350.145147645427
2008-11-01,350.62417277932605
2008-12-01,351.10047323202497
2009-01-01,351.44505943569703
2009-02-01,351.466154748946
2009-03-01,352.06075226524
2009-04-01,353.084470751088
2009-05-01,353.42296401282096
2009-06-01,354.005210556103
2009-07-01,357.51695267323095
2009-08-01,358.353926469018
2009-09-01,358.169518492202
2009-10-01,358.57574629019206
2009-11-01,359.280174291324
2009-12-01,359.969540558878
2010-01-01,361.427076017314
2010-02-01,361.759521065594
2010-03-01,362.58742655682505
2010-04-01,359.69842843952006
2010-05-01,359.888454564936
2010-06-01,357.30807821371803
2010-07-01,359.582871663423
2010-08-01,359.876691004549
2010-09-01,361.74065682373003
2010-10-01,362.392678914248
2010-11-01,362.731908974297
2010-12-01,363.117114935029
2011-01-01,363.79603448737396
2011-02-01,364.07941302768
2011-03-01,365.23081735725304
2011-04-01,364.58613503137605
2011-05-01,364.994493604746
2011-06-01,363.458702356885
2011-07-01,365.799397839253
2011-08-01,366.915854171492
2011-09-01,368.301673668916
2011-10-01,368.703337313718
2011-11-01,369.763890638039
2011-12-01,370.426040172924
2012-01-01,372.67780381362394
2012-02-01,372.569143859115
2012-03-01,373.37267388891996
2012-04-01,370.807027859779
2012-05-01,371.330178793099
2012-06-01,371.68592846850896
2012-07-01,371.830823751626
2012-08-01,372.929504363897
2012-09-01,374.57561642426697
2012-10-01,374.696711866838
2012-11-01,375.320758271241
2012-12-01,376.075148091983
2013-01-01,379.10772284366095
2013-02-01,375.845845910712
2013-03-01,377.51228244918195
2013-04-01,378.740024627754
2013-05-01,378.838937584412
2013-06-01,380.27415923295996
2013-07-01,377.484921575991
2013-08-01,377.32903395157206
2013-09-01,376.93547484408697
2013-10-01,377.490101836622
2013-11-01,377.884342654043
2013-12-01,378.774347211426
2014-01-01,378.985130519574
2014-02-01,380.95927924194604
2014-03-01,382.046931820947
2014-04-01,384.714975375998
2014-05-01,384.755021297435
2014-06-01,385.43831332348503
2014-07-01,387.610225292347
2014-08-01,387.69160935645203
2014-09-01,387.72839443205595
2014-10-01,389.615892485434
2014-11-01,390.808867490217
2014-12-01,391.49666049771105
2015-01-01,389.118286257995
2015-02-01,389.710388586809
2015-03-01,392.05568861093104
2015-04-01,393.93235615841905
2015-05-01,395.491103957853
2015-06-01,395.501240931705
2015-07-01,395.88636898484003
2015-08-01,396.131890248054
2015-09-01,395.464485177697
2015-10-01,397.828521477765
2015-11-01,398.359210589944
2015-12-01,398.38492700667604
2016-01-01,398.50004370583997
2016-02-01,399.83045873878996
2016-03-01,400.227636806911
2016-04-01,400.248629681079
2016-05-01,401.637218065232
2016-06-01,400.034553999242
2016-07-01,404.472776040639
2016-08-01,405.14411493799304
2016-09-01,406.31132408533796
2016-10-01,404.64789724480005
2016-11-01,405.67185324304296
2016-12-01,406.593404136288
2017-01-01,407.910268980182
2017-02-01,408.006188858602
2017-03-01,408.953245538557
2017-04-01,409.182251695713
2017-05-01,410.759855760186
2017-06-01,412.50749453014504
2017-07-01,412.539741842179
2017-08-01,413.615552004131
2017-09-01,413.673081731734
2017-10-01,412.170587584235
2017-11-01,412.658202819842
2017-12-01,414.462516330456
2018-01-01,413.34638483672404
2018-02-01,413.78359426615197
2018-03-01,414.683158493521
2018-04-01,415.616246873651
2018-05-01,417.11725003161
2018-06-01,416.86708768673697
2018-07-01,415.774739641317
2018-08-01,415.815814768677
2018-09-01,415.679222709919
2018-10-01,417.036486367435
2018-11-01,417.056901349242
2018-12-01,418.64870663956003
2019-01-01,426.78523478726896
2019-02-01,430.46624437664497
2019-03-01,430.265169163323
2019-04-01,431.801171910072
2019-05-01,430.135919915898
2019-06-01,431.378496797243
2019-07-01,430.05888600512606
2019-08-01,431.265392091253
2019-09-01,433.35516953729103
2019-10-01,434.463267091173
2019-11-01,435.66912677381
2019-12-01,434.646063530202
2020-01-01,437.498757823277
2020-02-01,440.57986041209097
2020-03-01,435.519899098724
2020-04-01,384.45394335144096
2020-05-01,385.388394537674
2020-06-01,394.42547110282896
2020-07-01,397.84120637872496
2020-08-01,405.73787936734
2020-09-01,409.510969467265
2020-10-01,412.070844408246
2020-11-01,413.76995581275
2020-12-01,412.685832169148
2021-01-01,418.660603161511
2021-02-01,417.184955457704
2021-03-01,419.46373553223
2021-04-01,421.555586366409
2021-05-01,422.17652979545
2021-06-01,425.399611119908
2021-07-01,427.020645745318
2021-08-01,429.137656382134
2021-09-01,428.81735041549103
2021-10-01,429.133700385047
2021-11-01,429.419081670346
2021-12-01,431.13087323846
2022-01-01,433.091098646759
2022-02-01,434.50811805433096
2022-03-01,438.974702549415
2022-04-01,435.98529180695704
