DATE,DALL148EDUH
2016-05-01,427.687418547395
2016-06-01,427.28498489159205
2016-07-01,429.481776136183
2016-08-01,430.49475650553904
2016-09-01,432.26340978915
2016-10-01,432.77146493435697
2016-11-01,433.565146522059
2016-12-01,433.87696177392405
2017-01-01,437.802529028938
2017-02-01,439.193071893412
2017-03-01,440.409265348247
2017-04-01,441.48600036771006
2017-05-01,441.62647758150496
2017-06-01,443.917569205887
2017-07-01,441.509418508016
2017-08-01,442.65795728117996
2017-09-01,443.899578325598
2017-10-01,444.370244329799
2017-11-01,445.23971656321197
2017-12-01,445.987220574762
2018-01-01,446.920409207503
2018-02-01,447.575059782256
2018-03-01,448.439454581627
2018-04-01,448.428723873887
2018-05-01,449.181944688282
2018-06-01,451.41833261704596
2018-07-01,452.229915615762
2018-08-01,453.42667004189104
2018-09-01,453.689239819102
2018-10-01,454.724056058701
2018-11-01,455.258689319581
2018-12-01,456.84791134414
2019-01-01,456.671880977684
2019-02-01,458.70221737387703
2019-03-01,459.503793158581
2019-04-01,460.59200006929296
2019-05-01,462.155100791743
2019-06-01,462.373026779971
2019-07-01,462.84543909638495
2019-08-01,464.683755555347
2019-09-01,464.529278553898
2019-10-01,466.451052063336
2019-11-01,467.301270331191
2019-12-01,467.01759848554605
2020-01-01,469.393272740324
2020-02-01,470.88629837643504
2020-03-01,469.412978580963
2020-04-01,413.597630582023
2020-05-01,429.286565731502
2020-06-01,438.139396005601
2020-07-01,440.525858686346
2020-08-01,441.961113536541
2020-09-01,443.529025155666
2020-10-01,449.927419299075
2020-11-01,451.186740200593
2020-12-01,452.605159675766
2021-01-01,453.839199405063
2021-02-01,451.777185538956
2021-03-01,454.336383401251
2021-04-01,458.182553438098
2021-05-01,457.682044735756
2021-06-01,459.387791369784
2021-07-01,462.40303129662396
2021-08-01,461.07563165796205
2021-09-01,457.425639844087
2021-10-01,464.52739764752505
2021-11-01,468.26815943248
2021-12-01,467.78428748771597
2022-01-01,469.522631314276
2022-02-01,477.681719315497
2022-03-01,482.879654485955
2022-04-01,483.018127047705
