DATE,CLEV439EDUH
2006-05-01,169.897358257809
2006-06-01,170.25565269830201
2006-07-01,169.953944078293
2006-08-01,169.899245305173
2006-09-01,169.564902396988
2006-10-01,169.695065816659
2006-11-01,170.052967552904
2006-12-01,170.137772743481
2007-01-01,171.176031658217
2007-02-01,170.71051439745
2007-03-01,171.641182674491
2007-04-01,172.608611835967
2007-05-01,172.981316642406
2007-06-01,173.571097657072
2007-07-01,174.02155834322602
2007-08-01,174.47131977816503
2007-09-01,175.046822752501
2007-10-01,175.185383874608
2007-11-01,175.642833540326
2007-12-01,176.14082942924802
2008-01-01,176.44716750590698
2008-02-01,176.846441913581
2008-03-01,176.667979176319
2008-04-01,177.45196881156102
2008-05-01,177.815725808504
2008-06-01,177.709621339525
2008-07-01,176.69225972692402
2008-08-01,177.717996845158
2008-09-01,179.07380607683498
2008-10-01,180.061353467261
2008-11-01,180.369001288173
2008-12-01,180.89386311459202
2009-01-01,181.45726002620202
2009-02-01,181.692584108213
2009-03-01,182.106253550384
2009-04-01,182.220440580359
2009-05-01,182.235797584996
2009-06-01,181.587295195212
2009-07-01,182.479407578954
2009-08-01,183.00413973035302
2009-09-01,183.65664371966702
2009-10-01,183.94905579345402
2009-11-01,184.213670497473
2009-12-01,184.58506002426603
2010-01-01,186.47930487415297
2010-02-01,185.767798205173
2010-03-01,186.104695609179
2010-04-01,185.504152725761
2010-05-01,185.35700192605597
2010-06-01,184.41374888263198
2010-07-01,186.17672027021098
2010-08-01,186.02530516929002
2010-09-01,186.83421288982498
2010-10-01,186.776104846738
2010-11-01,187.06533655521
2010-12-01,187.017671496656
2011-01-01,186.530552250677
2011-02-01,186.301676814313
2011-03-01,186.388668705446
2011-04-01,187.296608922956
2011-05-01,188.013775079238
2011-06-01,187.246241827723
2011-07-01,187.653057073807
2011-08-01,187.981176850564
2011-09-01,187.260215621082
2011-10-01,187.11729535603902
2011-11-01,187.351578967274
2011-12-01,187.9363305398
2012-01-01,189.11044814803398
2012-02-01,190.05579180945202
2012-03-01,190.48974193107102
2012-04-01,191.43281290939098
2012-05-01,192.285483157053
2012-06-01,192.66012625285
2012-07-01,191.672711377925
2012-08-01,192.38439302401002
2012-09-01,192.956985598263
2012-10-01,193.411559279327
2012-11-01,193.109069091568
2012-12-01,193.023677734893
2013-01-01,193.39273079034302
2013-02-01,193.562541308968
2013-03-01,193.809817001857
2013-04-01,193.15812439463298
2013-05-01,192.815092348849
2013-06-01,193.877678054676
2013-07-01,194.26662480052897
2013-08-01,195.050061018975
2013-09-01,193.85174078882199
2013-10-01,193.65268966990502
2013-11-01,194.176457571291
2013-12-01,194.687058319934
2014-01-01,193.48100968396
2014-02-01,192.52960637389901
2014-03-01,193.242463828067
2014-04-01,193.412973702958
2014-05-01,193.31786419259998
2014-06-01,193.67694673634102
2014-07-01,193.961108909232
2014-08-01,194.14299023516602
2014-09-01,194.212836013661
2014-10-01,194.963538703268
2014-11-01,195.258993704351
2014-12-01,195.564087880105
2015-01-01,195.32010821522098
2015-02-01,195.469433280564
2015-03-01,195.665085106027
2015-04-01,196.493892037733
2015-05-01,197.009679276823
2015-06-01,196.92770458522
2015-07-01,197.501320452496
2015-08-01,197.676096049055
2015-09-01,198.03625351291
2015-10-01,198.580950413209
2015-11-01,198.73262889158298
2015-12-01,199.916214260526
2016-01-01,200.292217447145
2016-02-01,200.767210186385
2016-03-01,201.49673907432302
2016-04-01,201.241282407566
2016-05-01,201.214796153359
2016-06-01,200.491705548568
2016-07-01,201.780066389796
2016-08-01,202.15181162099398
2016-09-01,202.897533970386
2016-10-01,202.289569493972
2016-11-01,202.49968058374
2016-12-01,202.333183613744
2017-01-01,201.13008791202702
2017-02-01,201.430038302202
2017-03-01,202.039206260848
2017-04-01,202.32325307418301
2017-05-01,202.69525533642602
2017-06-01,202.602186529014
2017-07-01,202.263628196406
2017-08-01,202.253133620704
2017-09-01,202.550092190695
2017-10-01,202.376765173628
2017-11-01,202.59119244502702
2017-12-01,202.410204061579
2018-01-01,202.58829299650398
2018-02-01,202.74644189238398
2018-03-01,203.07362392112802
2018-04-01,203.42187920933102
2018-05-01,203.385615052352
2018-06-01,203.81140418389802
2018-07-01,204.22928577219898
2018-08-01,204.610267165958
2018-09-01,204.443403706449
2018-10-01,204.60159795245
2018-11-01,204.38402512888402
2018-12-01,204.598932126359
2019-01-01,205.192053352246
2019-02-01,205.693305075307
2019-03-01,206.183264392648
2019-04-01,206.238098256823
2019-05-01,206.412650064257
2019-06-01,206.93997673529998
2019-07-01,205.94442075200402
2019-08-01,206.269768698129
2019-09-01,206.79344240087602
2019-10-01,206.231327906405
2019-11-01,206.571969149501
2019-12-01,206.970513604366
2020-01-01,208.31016275901797
2020-02-01,207.28307504919601
2020-03-01,206.156512151805
2020-04-01,185.642354979782
2020-05-01,189.794101590098
2020-06-01,194.342208760227
2020-07-01,194.79447934923698
2020-08-01,195.18091624169898
2020-09-01,195.869962172869
2020-10-01,197.079829032207
2020-11-01,197.402304770506
2020-12-01,197.017318591197
2021-01-01,197.004604381921
2021-02-01,196.088992397844
2021-03-01,196.26665626452203
2021-04-01,196.661438447914
2021-05-01,196.48542587101397
2021-06-01,196.18267410596098
2021-07-01,197.27513398245998
2021-08-01,196.28906887028702
2021-09-01,194.58265185026798
2021-10-01,194.557236209019
2021-11-01,194.017203256525
2021-12-01,194.18067178342997
2022-01-01,194.686593014111
2022-02-01,196.113494881035
2022-03-01,196.504899803254
2022-04-01,195.24217955266
