DATE,DETR826EDUH
2007-04-01,275.83525762479
2007-05-01,276.67548164553
2007-06-01,278.56593255991197
2007-07-01,277.197999158982
2007-08-01,277.516380441391
2007-09-01,278.753837019146
2007-10-01,278.274729867694
2007-11-01,278.939591885813
2007-12-01,279.19610775036097
2008-01-01,280.31612237421103
2008-02-01,280.20381807087
2008-03-01,279.969186206226
2008-04-01,280.79982667378397
2008-05-01,281.593024144821
2008-06-01,281.717012160886
2008-07-01,281.980316671147
2008-08-01,282.03048515227
2008-09-01,282.378402151192
2008-10-01,282.630944240727
2008-11-01,282.33904652381597
2008-12-01,282.492749254685
2009-01-01,282.28832075482603
2009-02-01,283.127312592077
2009-03-01,283.606944433944
2009-04-01,283.780764459379
2009-05-01,284.22526846410597
2009-06-01,285.298310768887
2009-07-01,283.841734353035
2009-08-01,284.24957341472197
2009-09-01,283.210349583842
2009-10-01,284.069327619824
2009-11-01,284.879183927503
2009-12-01,284.23212049266203
2010-01-01,284.00342254515596
2010-02-01,284.339726570174
2010-03-01,284.441205602083
2010-04-01,284.358786886825
2010-05-01,284.550052225089
2010-06-01,284.882200036151
2010-07-01,285.670564736126
2010-08-01,285.882682927912
2010-09-01,285.36350415395304
2010-10-01,287.803592288604
2010-11-01,287.784655791366
2010-12-01,287.871965385993
2011-01-01,288.844482897615
2011-02-01,288.512524533589
2011-03-01,288.759791480579
2011-04-01,292.407754489177
2011-05-01,291.830563876186
2011-06-01,291.850932992499
2011-07-01,293.20128252675596
2011-08-01,293.61455172574
2011-09-01,294.137690220533
2011-10-01,294.33354865314897
2011-11-01,294.469290022341
2011-12-01,295.213909232256
2012-01-01,295.618921688641
2012-02-01,296.30132351982104
2012-03-01,296.695547770795
2012-04-01,296.47456961693
2012-05-01,296.298400159416
2012-06-01,297.094400691599
2012-07-01,297.371703764548
2012-08-01,297.875812564327
2012-09-01,296.99530578209203
2012-10-01,297.633207063424
2012-11-01,297.659517838756
2012-12-01,298.465177767013
2013-01-01,298.82522858348
2013-02-01,299.011267639248
2013-03-01,298.94840178731
2013-04-01,299.532292432283
2013-05-01,299.228427961355
2013-06-01,299.596988689462
2013-07-01,298.729545967629
2013-08-01,299.42313343837895
2013-09-01,300.118564047141
2013-10-01,299.847171027367
2013-11-01,299.86549582082404
2013-12-01,299.55305059330897
2014-01-01,299.292152627418
2014-02-01,300.491468113719
2014-03-01,300.606381759734
2014-04-01,300.283295450287
2014-05-01,300.253486214106
2014-06-01,300.229926060975
2014-07-01,299.86042655572896
2014-08-01,300.17957063039603
2014-09-01,300.263322511806
2014-10-01,300.91491418318697
2014-11-01,301.47498982204604
2014-12-01,302.064257281652
2015-01-01,301.878441565228
2015-02-01,301.58869884545504
2015-03-01,302.086752814201
2015-04-01,301.790823926984
2015-05-01,302.633488122478
2015-06-01,303.207081309343
2015-07-01,303.953790927674
2015-08-01,306.25524182697103
2015-09-01,303.684034617783
2015-10-01,307.741356583102
2015-11-01,307.014927271033
2015-12-01,307.694434744571
2016-01-01,307.871211508933
2016-02-01,308.224511220526
2016-03-01,308.067594849921
2016-04-01,309.549386223424
2016-05-01,309.735518430923
2016-06-01,309.498541133179
2016-07-01,311.239740761957
2016-08-01,310.488902654591
2016-09-01,311.473424017868
2016-10-01,310.904639474521
2016-11-01,311.131239601894
2016-12-01,311.52849064425595
2017-01-01,311.113985766841
2017-02-01,311.466333897728
2017-03-01,311.606372768854
2017-04-01,312.036778350176
2017-05-01,313.18344053491404
2017-06-01,313.785610429418
2017-07-01,314.041414269325
2017-08-01,314.135920833642
2017-09-01,314.83141299564
2017-10-01,314.546084125286
2017-11-01,314.97682598632804
2017-12-01,315.062100398818
2018-01-01,316.045389350401
2018-02-01,316.411555837212
2018-03-01,316.981721732084
2018-04-01,317.220051011532
2018-05-01,316.85152279933
2018-06-01,317.490454666998
2018-07-01,317.283158529977
2018-08-01,317.095195908598
2018-09-01,316.089728344178
2018-10-01,316.559607055224
2018-11-01,316.19392649713296
2018-12-01,316.074046144716
2019-01-01,317.751930134398
2019-02-01,317.365593487732
2019-03-01,318.18423423851897
2019-04-01,319.100350075328
2019-05-01,319.457602267403
2019-06-01,319.183925948729
2019-07-01,319.879630943459
2019-08-01,320.87327978814096
2019-09-01,320.415709634278
2019-10-01,320.502395415647
2019-11-01,320.609030712635
2019-12-01,320.87228431855704
2020-01-01,320.505652714558
2020-02-01,320.435950552248
2020-03-01,318.55548683574904
2020-04-01,263.58139856947497
2020-05-01,263.70625540731703
2020-06-01,277.766763085169
2020-07-01,284.96371290276903
2020-08-01,289.290057121023
2020-09-01,292.607799780583
2020-10-01,294.765263738221
2020-11-01,294.846358812586
2020-12-01,295.918787663712
2021-01-01,296.81774101397997
2021-02-01,297.460845445292
2021-03-01,297.678046235728
2021-04-01,296.38344919846
2021-05-01,295.42371450916403
2021-06-01,298.227214955433
2021-07-01,297.66193262632
2021-08-01,296.743714896772
2021-09-01,295.205621359979
2021-10-01,296.814228832884
2021-11-01,298.076429195712
2021-12-01,296.286960804361
2022-01-01,296.172348833002
2022-02-01,297.005433622835
2022-03-01,297.974350820407
2022-04-01,300.857047843316
